src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
Ano ba yan para namang di kilala bat ta tatakpan ng buko ? 😂,ano ba yan para namang di kilala bat ta tatakpan ng buko ?,11.2,0.9,2.0,False,True
Sisimulan ko na to talaga ulit . Motivation please ..,sisimulan ko na to talaga ulit . motivation please .,10.0,0.8,2.0,False,True
tang ina sarap mo ah ? kainin kita ?,tang ina sarap mo ah ? kainin kita ?,9.7,0.8,2.0,False,True
ta ina sarap mo ah ? kainin kita ?,tang ina sarap mo ah ? kainin kita ?,9.7,0.8,2.0,True,True
bakit nga naman kasi pupunta ng pares retiro kung walang kapares  di ba ? ? ? ? @SB19Official # SB19 # JOSHTIN,bakit nga naman kasi pupunta ng pares retiro kung walang kapares   di ba ?,13.6,0.9,2.0,False,True
Di ba kayo mag papalit music sa story nyo,di ba kayo mag papalit music sa story nyo .,9.7,0.9,2.0,False,True
Hindi naman sya nagnakaw ng boto . Na recount naman ulit sya . It  s also the decision of court na walang nakawang na nangyari .,hindi naman siya nagnakaw ng boto . na recount naman ulit siya . it  s also the decision of court na walang nakawang na nangyari .,14.8,0.9,2.0,False,True
balita ko magko conceived na daw sya 🤣 🤣 🤣 🤣,balita ko magko conceived na daw siya .,14.3,0.8,2.0,False,True
"Kung ano siya noong high school siya , parang ganoon din ako . Kung paano siya makipag away at umiwas sa mga taong ayaw niya at ayaw sa kaniya , ganoon din ako","kung ano siya noong high school siya , parang ganoon din ako . kung paano siya makipag away at umiwas sa mga taong ayaw niya at ayaw sa kaniya , ganoon din ako .",16.9,0.9,2.0,False,True
"Kung ano siya noong high school siya , parang ganoon din ako . Kung paano siya makipag away at umiwas sa mga tao ayaw niya at ayaw sa kaniya , ganoon din ako","kung ano siya noong high school siya , parang ganoon din ako . kung paano siya makipag away at umiwas sa mga taong ayaw niya at ayaw sa kaniya , ganoon din ako .",16.9,0.9,2.0,True,True
"@sunhee_09 gagu  di ba bibili ka , ang mura lang oh","gagu   di ba bibili ka , ang mura lang oh .",10.3,0.9,2.0,False,True
eto talaga pinakahinihintay ko salamat sa notice g agad 😤,eto talaga pinakahinihintay ko salamat sa notice g agad .,10.0,0.9,2.0,False,True
Tell me nga na may replay naman yung kelly clarkson show di ba ? ?,tell me nga na may replay naman yung kelly clarkson show di ba ?,11.5,0.8,2.0,False,True
3:37 am putekk lahat nalang pinanood kona kase wala na talaga ako magawa,3:37 am putekk lahat nalang pinanood kona kase wala na talaga ako magawa .,10.9,0.8,2.0,False,True
Buti nalang di ko inabangan Yung announcement nakakainis Yung Grammys parang iisang artist lang nino - nominate sa lahat 🙄,buti nalang di ko inabangan yung announcement nakakainis yung grammys parang iisang artist lang nino - nominate sa lahat .,13.0,0.9,2.0,False,True
Aral aral din sa CDD kahit kunting units lang para ma inculcate ang critical thinking sa inyo . Juyop .,aral aral din sa cdd kahit kunting units lang para ma inculcate ang critical thinking sa inyo . juyop .,13.0,0.9,2.0,False,True
Aral aral din sa CDD kahit kunti units lang para ma inculcate ang critical thinking sa inyo . Juyop .,aral aral din sa cdd kahit kunting units lang para ma inculcate ang critical thinking sa inyo . juyop .,13.0,0.9,2.0,True,True
Aral aral din sa CDD kahit kunting units lang para ma inculcate ang critical thinki sa inyo . Juyop .,aral aral din sa cdd kahit kunting units lang para ma inculcate ang critical thinking sa inyo . juyop .,13.0,0.9,2.0,True,True
Important question lang po para sa med students at e students : Gumagamit ba kayo ng explosion box ?,important question lang po para sa med students at eng students : gumagamit ba kayo ng explosion box ?,12.7,0.9,2.0,True,True
HAHAHAHAHA di ba pwede idaan nalang sa kiss ?,hahahahaha di ba pwede idaan nalang sa kiss ?,9.7,0.9,2.0,False,True
gago parang gusto ko magjoin at magrequest as speaker tapos murahin ko lamg sila HAHAHAHA,gago parang gusto ko magjoin at magrequest as speaker tapos murahin ko lamg sila hahahaha .,11.5,0.8,2.0,False,True
sana all talaga @MNLSouthGuy,sana all talaga .,8.2,0.6,2.0,False,True
ang smooth ng dalawang linggo ko feeling ko may mali talaga eh,ang smooth ng dalawang linggo ko feeling ko may mali talaga eh .,10.6,0.9,2.0,False,True
ang smooth ng dalawang linggo ko feeli ko may mali talaga eh,ang smooth ng dalawang linggo ko feeling ko may mali talaga eh .,10.6,0.9,2.0,True,True
hahaha nakakatuwa talaga laruin @UnpackingALife 🥰,hahaha nakakatuwa talaga laruin .,8.8,0.8,2.0,False,True
HAHAHAHAHAHAHAHAHAH JEON PARANG WALANG KAMU NAKAKALOKA HAHAHA,hahahahahahahahahah jeon parang walang kamu nakakaloka hahaha .,9.1,0.8,2.0,False,True
Pinupuyat mo kami ni @jeffjorda @mendozapauline gahahaha ! Aliw facebook.com/createdbyvalsea …,pinupuyat mo kami ni gahahaha ! aliw .,10.3,0.8,2.0,False,True
I WAS READY TO DEBUT IN TWITTER SPACE PERO NATAKOT AKO MAGSALITA BUTI NALANG NANDON SI MS JONI BAUTISTA SHHDEJBD,i was ready to debut in space pero natakot ako magsalita buti nalang nandon si ms joni bautista shhdejbd .,13.0,0.6,2.0,False,True
SM TALAGA ISUSUMPA KITA KAPAG WALA SIYANG SOLO ALBUM PAGBALIK,sm talaga isusumpa kita kapag wala siyang solo album pagbalik .,10.0,0.8,2.0,False,True
Important question lang po para sa med students at eng students : Gumagamit ba kayo ng explosion box ?,important question lang po para sa med students at eng students : gumagamit ba kayo ng explosion box ?,12.7,0.9,2.0,False,True
Walang aasahan sa Grammyz parang mga gago,walang aasahan sa grammyz parang mga gago .,9.1,0.9,2.0,False,True
"oks lang , i m happy because my friends are getting married . how about you ? magrest ka na niyan ah","oks lang , i m happy because my friends are getting married . how about you ? magrest ka na niyan ah .",13.6,0.8,2.0,False,True
Aralin panlipunan ano na ? balakajan di kita aaralin ikaw mag adjust,aralin panlipunan ano na ? balakajan di kita aaralin ikaw mag adjust .,10.6,0.8,2.0,False,True
maniwala ka sakin wala si rj jan 😭 😭 😭,maniwala ka sakin wala si rj jan .,10.0,0.8,2.0,False,True
Parang sya yung nakasakay sa isa pang swing ( ? ) Pero parang si taeil din yon eh 😭 😭,parang siya yung nakasakay sa isa pang swing ( ? ) pero parang si taeil din yon eh .,13.0,0.9,2.0,False,True
Sungjin ikaw ba talaga yan parang hindi ako sure HAHAHAHA,sungjin ikaw ba talaga yan parang hindi ako sure hahahaha .,10.0,0.8,2.0,False,True
epal nang mumute sa space ! ! ! !,epal nang mumute sa space !,9.7,0.9,2.0,False,True
TANGINA,tangina .,7.3,0.6,2.0,False,True
so nalaman ko na nagluto lola ko ng sinigang nung wala ako 🥲 parang  di pamilya ah,so nalaman ko na nagluto lola ko ng sinigang nung wala ako parang  di pamilya ah .,12.1,0.9,2.0,False,True
so nalaman ko na nagluto lola ko ng siniga nung wala ako 🥲 parang  di pamilya ah,so nalaman ko na nagluto lola ko ng sinigang nung wala ako parang  di pamilya ah .,12.1,0.9,2.0,True,True
di naman ako ganto kabaliw sa mga past ko e bat sayo parang isang chat mo lang or call baliw na baliw ako HAHAHAHA,di naman ako ganto kabaliw sa mga past ko e bat sayo parang isang chat mo lang or call baliw na baliw ako hahahaha .,16.2,0.7,2.0,False,True
yung comments ko sa sta parang joketime ayoko na sorry na agad sir,yung comments ko sa sta parang joketime ayoko na sorry na agad sir .,12.9,0.9,2.0,False,True
SINO NAG SABING HAPPY ENDING MMIA ! ! ! ! !,sino nag sabing happy ending mmia !,10.3,0.6,2.0,False,True
Parang gusto kong magupgrade to iPhone 13 pro max . Bilhin nyo na 12pm ko HAHA,parang gusto kong magupgrade to iphone 13 pro max . bilhin nyo na 12pm ko haha .,11.8,0.8,2.0,False,True
gumamit lang ng idol character pero sila talaga yon 🥴 ginawang fem para pasok sa fantasy tapos imamatch sa edad nila yuck krazy y / n,gumamit lang ng idol character pero sila talaga yon ginawang fem para pasok sa fantasy tapos imamatch sa edad nila yuck krazy yn .,14.8,0.9,2.0,False,True
grabe parang nasa ibang planeta talaga ako pag nanonood ng kdrama 😭,grabe parang nasa ibang planeta talaga ako pag nanonood ng kdrama .,10.6,0.9,2.0,False,True
hoyy ang happy naman ng family nila parang usto ko maki family member,hoyy ang happy naman ng family nila parang usto ko maki family member .,10.9,0.9,2.0,False,True
itago mo nalang yan sige~ godbless : ),itago mo nalang yan sige godbless : ) .,9.4,0.8,2.0,False,True
"good morning , so gumising lang ako maaga para sa wala 😭","good morning , so gumising lang ako maaga para sa wala .",12.6,0.9,2.0,False,True
"good morni , so gumising lang ako maaga para sa wala 😭","good morning , so gumising lang ako maaga para sa wala .",12.6,0.9,2.0,True,True
2nd dose ko bukas at may class ako pero para   to sa bts kaya why not  di ba ? ? ? ? @BTS_twt deserve ko ang pag mamahala n yo lods,2nd dose ko bukas at may class ako pero para   to sa bts kaya why not   di ba ? deserve ko ang pag mamahala n yo lods .,16.3,0.9,2.0,False,True
OMG BESTIE TALAGA KITA 😭,oh my god bestie talaga kita .,10.5,0.8,2.0,False,True
Oo yung ceo na malaki binibigay na bonus hhahahhaa,oo yung ceo na malaki binibigay na bonus .,11.7,0.8,2.0,False,True
 di ba ? ! feeling q hindi na aq tao wala na akong maramdaman chariz,di ba ? ! feeling ako hindi na aq tao wala na akong maramdaman chariz .,11.5,0.8,2.0,False,True
 di ba ? ! feeli q hindi na aq tao wala na akong maramdaman chariz,di ba ? ! feeling ako hindi na aq tao wala na akong maramdaman chariz .,11.5,0.8,2.0,True,True
gusto ko ng bagong card sleeves ( popcorn siguro ... ) dahil pvc   yong binder sleeves ng carat binfer di ba ... at wala na akong pera * umiyak *,gusto ko ng bagong card sleeves ( popcorn siguro . ) dahil pvc   yong binder sleeves ng carat binfer di ba . at wala na akong pera umiyak .,16.0,0.9,2.0,False,True
hoi mababa lang ako fake news ang 5’7 ! ! !,hoi mababa lang ako fake news ang 57 !,10.3,0.9,2.0,False,True
di ba kayo nanonood sa grammys ?,di ba kayo nanonood sa grammys ?,9.1,0.9,2.0,False,True
Hala bhie idol naten si Arthur Miguel di ba,hala bhie idol naten si arthur miguel di ba .,9.7,0.6,2.0,False,True
Oo beh ingay mo kasi nag bbeg for streams,oo beh ingay mo kasi nag bbeg for streams .,9.7,0.8,2.0,False,True
😕 😕 😕 STFU may pasok ka di ba,stfu may pasok ka di ba .,9.7,0.8,2.0,False,True
Hoy alam mo ba kanina yung una ko kasama talaga si chenle chick is yung nakaupo na isa sa,hoy alam mo ba kanina yung una ko kasama talaga si chenle chick is yung nakaupo na isa sa .,14.7,0.9,2.0,False,True
"hello sa mga nag - alarm dyan para sa the kelly clarkson show x enhypen , sige matulog na kayo ulit mamayang 6am pa yon","hello sa mga nag - alarm dyan para sa the kelly clarkson show x enhypen , sige matulog na kayo ulit mamayang 6am pa yon .",14.5,0.9,2.0,False,True
hindi maganda para sa mental health q ung au n un kaya ndi q nalang itutuloy ... tangenang heavy angst,hindi maganda para sa mental health ako ung au n un kaya ndi ako nalang heavy angst .,13.0,0.9,2.0,False,True
"Afterwards , Jun tiptoed to put an arm around his boyfriend , and told him , “ Libre mo nalang ako DQ bago tayo mag Realto , para fair , g ? ” Still a bit annoyed but couldn’t help resist his boyfriend , Se nodded .","afterwards , jun tiptoed to put an arm around his boyfriend , and told him , libre mo nalang ako dq bago tayo mag realto , para fair , g ? still a bit annoyed but couldnt help resist his boyfriend , se nodded .",21.1,0.8,2.0,False,True
‘ di ba siya masaya sa trabaho niya mag - announce,di ba siya masaya sa trabaho niya mag - announce .,10.3,0.9,2.0,False,True
mangheram nalang kaya ako ng pakpak ng manok,mangheram nalang kaya ako ng pakpak ng manok .,9.4,0.9,2.0,False,True
di ba ! ! ! i believe he ll be a sweet teacher 🥺,di ba ! i believe he ll be a sweet teacher .,11.2,0.8,2.0,False,True
Di ba ? Super nagulat ako meron Trivia Loooove 🥺,di ba ? super nagulat ako meron trivia loooove .,10.0,0.8,2.0,False,True
WHAT IF LANG YAN KABAG LANG YAN HAHAHA,what if lang yan kabag lang yan hahaha .,9.4,0.6,2.0,False,True
pinapatigil na talaga ako mag - pack ng universe 🤕,pinapatigil na talaga ako mag - pack ng universe .,10.0,0.9,2.0,False,True
ayoko na talaga maginom aa,ayoko na talaga maginom aa .,10.5,0.8,2.0,False,True
yung PTD at BE talagaaa,yung ptd at be talagaaa .,8.5,0.6,2.0,False,True
Parang sya yung nakasakay sa isa pang swi ( ? ) Pero parang si taeil din yon eh 😭 😭,parang siya yung nakasakay sa isa pang swing ( ? ) pero parang si taeil din yon eh .,13.0,0.9,2.0,True,True
tos proud pa si ate gurl na may something emerut sila nung family guy 😡 ibang usapan na yan pag may pamilya na hayup ka haha,tos proud pa si ate gurl na may something emerut sila nung family guy ibang usapan na yan pag may pamilya na hayup ka haha .,14.8,0.8,2.0,False,True
tos proud pa si ate gurl na may somethi emerut sila nung family guy 😡 ibang usapan na yan pag may pamilya na hayup ka haha,tos proud pa si ate gurl na may something emerut sila nung family guy ibang usapan na yan pag may pamilya na hayup ka haha .,14.8,0.8,2.0,True,True
Sa mga ganitong opportunity talaga ko nao - overwhelm e !,sa mga ganitong opportunity talaga ko nao - overwhelm e !,10.3,0.9,2.0,False,True
4:00AM konting bulong pa ng demonyo sa tabi ko papadeliver talaga ako,for:00am konting bulong pa ng demonyo sa tabi ko papadeliver talaga ako .,10.6,0.7,2.0,False,True
MAAR NAMAN PARANG DI PAMILYA,maar naman parang di pamilya .,8.5,0.6,2.0,False,True
"si jr ang need , required mag pa drug test dahil pin pointed xa ni mr ejk . at dapat televise un proseso . di un sila lng kakaalam . why drag another candidates while he is the suspected drug user . wla talaga sa hulog si jr .","si jr ang need , required mag pa drug test dahil pin pointed xa ni mr ejk . at dapat televise un proseso . di un sila lng kakaalam . why drag another candidates while he is the suspected drug user . wla talaga sa hulog si jr .",23.7,0.9,2.0,False,True
"Raffle pala to ! Haha randomizer , di ba nakalimutan ko pa sabihin Lolol @SB19Official # SB19 # RAWRAwards2021 # RAWRATIN # Bazinga_SB19","raffle pala to ! haha randomizer , di ba nakalimutan ko pa sabihin lolol .",13.9,0.8,2.0,False,True
Wag tawa admin rufa ambag # DeannaWong| Deanna Wong,wag tawa admin rufa ambag deanna wong .,9.7,0.6,2.0,False,True
IYAK NAMAN TALAGA TEH,iyak naman talaga teh .,8.2,0.6,2.0,False,True
Hoy natatawa akoo sa jogging 😭 😭 😭,hoy natatawa akoo sa jogging .,9.4,0.9,2.0,False,True
Hoy natatawa akoo sa joggi 😭 😭 😭,hoy natatawa akoo sa jogging .,9.4,0.9,2.0,True,True
sa sobrang yamot ko parang gusto kong mag video ng peta sa PE,sa sobrang yamot ko parang gusto kong mag video ng peta sa pe .,10.9,0.9,2.0,False,True
""" No pressure""pero beke nemen di ba ? Toxicity starts now 🤡 hahalol",no pressurepero beke nemen di ba ? toxicity starts now hahalol .,10.9,0.8,2.0,False,True
Di ba ? I’m her without heels so ano na itsura ko sa tabi nila since I wear flats most of the time 🤣 🤣,di ba ? im her without heels so ano na itsura ko sa tabi nila since i wear flats most of the time .,16.5,0.7,2.0,False,True
Burn hahahaha 🔥 🔥 🔥,burn hahahaha .,8.5,0.6,2.0,False,True
bawal 1 week hahaha ... di tanggap ligwak like mo hahaha ... funny nga eh bukas may pasok ako tapos thursday at friday ala naman kami pasok di ba productive ang 1 week ko hahahaha ... ako na # LITZonCETVExclusives,bawal 1 week hahaha . di tanggap ligwak like mo hahaha . funny nga eh bukas may pasok ako tapos thursday at friday ala naman kami pasok di ba ang 1 week ko hahahaha . ako na .,19.0,0.9,2.0,False,True
they re just the mananalo pag in and popular they aren t the same Grammy na tlga HAHAHHA,they re just the mananalo pag in and popular they aren t the same grammy na tlga hahahha .,14.4,0.8,2.0,False,True
sobrang kapikon 😭 😭 😭 kung hindi lang talaga gustong gusto ni yoongi yung award eh wala na talaga kong pake sa mga pakshet na to,sobrang kapikon kung hindi lang talaga gustong gusto ni yoongi yung award eh wala na talaga kong pake sa mga pakshet na to .,16.8,0.9,2.0,False,True
AMPON LANG AKO ? ? ? ? HAYS,ampon lang ako ? hays .,11.4,0.6,2.0,False,True
“ feeling ko pag nakajowa si jungkook madami magiging broken ” nako hoonie tumigil ka dyan,feeling ko pag nakajowa si jungkook madami magiging broken nako hoonie tumigil ka dyan .,11.8,0.8,2.0,False,True
“ feeli ko pag nakajowa si jungkook madami magiging broken ” nako hoonie tumigil ka dyan,feeling ko pag nakajowa si jungkook madami magiging broken nako hoonie tumigil ka dyan .,11.8,0.8,2.0,True,True
Eh ayun na nga ... Mas malakas naman connection mo sa taas . Kaya ikaw na bahala dyan . 🤣,eh ayun na nga . mas malakas naman connection mo sa taas . kaya ikaw na bahala dyan .,15.0,0.9,2.0,False,True
WE RE SHARING THE SAME ENERGY HAHAHAHAHAHA,we re sharing the same energy hahahahahaha .,9.1,0.6,2.0,False,True
ASSUNGERA TALAGA SARAP SAPAKIN,assungera talaga sarap sapakin .,8.2,0.6,2.0,False,True
naiiyak ka na ba dyan @budjahjah 😭 🤟 🏻,naiiyak ka na ba dyan .,9.7,0.8,2.0,False,True
Sana naman di ba POGS ON VIRAL @AljonMendoza _ # AljonMendoza,sana naman di ba pogs on viral .,10.3,0.6,2.0,False,True
Hindi ko lang sure since hindi pako nakapasok sa motel . 😊,hindi ko lang sure since hindi pako nakapasok sa motel .,10.6,0.9,2.0,False,True
guys andami nag babasa neto pls discontinued na po ’ to ! ! ayoko lang i - delete kasi bakit ba GSJSHAHAHA CHRT,guys andami nag babasa neto please discontinued na po to ! ! ayoko lang i - delete kasi bakit ba chrt .,13.9,0.8,2.0,False,True
"I know he ’s only human and may self - doubts talaga tayo kahit gano pa tayo kasuccessful . Pero it only goes to show how humble he is . 🥺 kahit gaano mo idoubt sarili mo , Jah , andito lang kaming mga mais mo . Labyu 🥺","i know hes only human and may self - doubts talaga tayo kahit gano pa tayo kasuccessful . pero it only goes to show how humble he is . kahit gaano mo idoubt sarili mo , jah , andito lang kaming mga mais mo . labyu .",22.0,0.8,2.0,False,True
my october month is full of blessings like God is so good talaga huhu 🥺 ❤ ️,my october month is full of blessings like god is so good talaga huhu .,12.1,0.8,2.0,False,True
Parang alam ko saan to Nakalimutan ko name 😭 papuntang tagaytay ?,parang alam ko saan to nakalimutan ko name papuntang tagaytay ?,10.6,0.8,2.0,False,True
grabe katuwa naman 😭 kaya pala yung mga accent medyo Pinay CHAROT,grabe katuwa naman kaya pala yung mga accent medyo pinay charot .,10.6,0.6,2.0,False,True
Why not ? Better to know one  s opponent and be ready . Unlike someone here who tried acting like a casual spectator ... lol . Sino ngyn ang sanggol ... ahahaha FREE FRANCINE DIAZ,why not ? better to know one  s opponent and be ready . unlike someone here who tried acting like a casual . sino ngyn ang free francine diaz .,19.5,0.9,2.0,False,True
# SayWhat : A doctored image made the rounds on Facebook this weekend supposedly showing a caravan in Pampanga by supporters of @bongbongmarcos . It  s FAKE .,  a doctored image made the rounds on facebook this weekend supposedly showing a caravan in pampanga by supporters of . it  s fake .,15.4,0.8,2.0,False,True
GAGI NEJDJSSJSJ PARANG KANJNA LANV PINAGUUSAPAN NATIN ....,gagi nejdjssjsj parang kanjna lanv pinaguusapan natin .,9.4,0.6,2.0,False,True
Today with @SB19Official Si @stellajero _ as usual ... Full video soon :) # SB19OZMediaCon,today with si as usual . full video soon .,11.5,0.6,2.0,False,True
@NabiByun92 kaya ayaw ko na lalong ipagpatuloy e HAHAHAHAHAHA,kaya ayaw ko na lalong ipagpatuloy e hahahahahaha .,9.7,0.8,2.0,False,True
Parang babagsak katawan ko anytime hahahshahahahahaa,parang babagsak katawan ko anytime hahahshahahahahaa .,8.8,0.8,2.0,False,True
As if manalo se ka Leni ?,as if manalo se ka leni ?,9.1,0.8,2.0,False,True
Parang mga tanga ! Ang Bobo talaga ng Grammy gosh nakaka loka .,parang mga tanga ! ang bobo talaga ng grammy gosh nakaka loka .,12.15,0.9,2.5,False,True
True ganda pa BGYO GELO CONCEPT ART # BGYOkundiman @bgyo_ph,true ganda pa bgyo gelo concept art .,11.25,0.6,2.5,False,True
"minsan maiinggit nalang talaga ako kay cindy e , kase nandyan yung mama niya to care of her hahaha . samantalang ako nasa abroad , yes , iknow ma kung baket ka nandyan pero ma sana nandito ka nalang , diba ?","minsan maiinggit nalang talaga ako kay cindy e , kase nandyan yung mama niya to care of her hahaha . samantalang ako nasa abroad , yes , iknow ma kung baket ka nandyan pero ma sana nandito ka nalang , diba ?",20.85,0.8,2.5,False,True
You know what # scammy ? after my work at 11pm in the 🇵 🇭 I VOTED IMMEDIATELY and wasn t able to 💩 because I was focusing to that VOTE but then # BTS_twt is not nominated for RECORD OF THE YEAR ? ASAN ANG HUSTISYA PARA SA PAGOD NAMIN AT SA 💩 NA PINIPIGILAN KO 3hrs ? !,you know what ? after my work at 11pm in the i voted immediately and wasn t able to because i was focusing to that vote but then is not nominated for record of the year ? asan ang hustisya para sa pagod namin at sa na pinipigilan ko 3hrs ? !,26.25,0.9,2.5,False,True
Yung usapan ang pupunta lang sa The Good World . 😂,yung usapan ang pupunta lang sa the good world .,11.55,0.9,2.5,False,True
"sandaleeee inuulan na ng mga papel hahahaha received sunsun trading cards ! yey for no dupes 🎇 thank you for this nth budol , @lajibolalacart <33 # lajibolalacartfeedbacks","sandaleeee inuulan na ng mga papel hahahaha received sunsun trading cards ! yey for no dupes thank you for this nth budol , 33 .",16.65,0.9,2.5,False,True
"sandaleeee inuulan na ng mga papel hahahaha received sunsun tradi cards ! yey for no dupes 🎇 thank you for this nth budol , @lajibolalacart <33 # lajibolalacartfeedbacks","sandaleeee inuulan na ng mga papel hahahaha received sunsun trading cards ! yey for no dupes thank you for this nth budol , 33 .",16.65,0.9,2.5,True,True
Nakakalungkot talaga pero wala ko magawa eh lahat nalang ng nega vibe nasakin ata kelan kaya ako magiging okay kaht ilang araw lang 😶 😢,nakakalungkot talaga pero wala ko magawa eh lahat nalang ng nega vibe nasakin ata kelan kaya ako magiging okay kaht ilang araw lang .,15.75,0.9,2.5,False,True
pano maging baso ni seokjin # NewProfilePic,pano maging baso ni seokjin .,10.35,0.8,2.5,False,True
baka di nakapag - shoot si ate girl dahil nag - quarantine,baka di nakapag - shoot si ate girl dahil nag - quarantine .,15.85,0.8,2.5,False,True
di ba kayo napapagod kasi ako oo,di ba kayo napapagod kasi ako oo .,10.35,0.8,2.5,False,True
diba parang nakakaiyak ung message,diba parang nakakaiyak ung message .,9.75,0.8,2.5,False,True
pano naman nila isasali yun ? eh parang bgm lang nun ng kids show,pano naman nila isasali yun ? eh parang bgm lang nun ng kids show .,12.45,0.9,2.5,False,True
"Pag nag kumpisal , di ba dapat aminin ang kasalanan ? Inamin na ba ?","pag nag kumpisal , di ba dapat aminin ang kasalanan ? inamin na ba ?",12.75,0.9,2.5,False,True
ANG GWAPO TALAGA,ang gwapo talaga .,9.15,0.7,2.5,False,True
sinasabi ko masama talaga ugaLI TT need ko na ata ma2log para di ako magutom>!>1 .. 1,sinasabi ko masama talaga ugali tt need ko na ata ma2log para di ako magutom!1 .. 1 .,15.35,0.8,2.5,False,True
TAKBUHAN TALAGA TO SI OATRY PAG NASA LAYLAYAN NA E GO SIR CARRY EM ALL,takbuhan talaga to si oatry pag nasa laylayan na e go sir carry em all .,12.75,0.6,2.5,False,True
WAHAHAHHAHAHAHA BOOM PANES DI LAHAT NG NAKAGRADUATE MATALINO YUNG IBA NAGMAMAGALING LNG HAHAHAHA 🤣 🤣 🤣,wahahahhahahaha boom panes di lahat ng nakagraduate matalino yung iba nagmamagaling lng hahahaha .,15.05,0.9,2.5,False,True
THIS IS- WTF NASASAKTAN AKO PARA SA KANILA 😭 😭,this is- wtf nasasaktan ako para sa kanila .,13.25,0.9,2.5,False,True
@MagnoliaZoleta baka gusto mong matulad ni Mr . Enchong Dee ...,baka gusto mong matulad ni dee .,11.55,0.8,2.5,False,True
"Well , that is a question I am begging for an answer too . But that does not erase the fact that the Marcoses did commit atrocities during their regime . What with the P174B ill - gotten wealth already recovered and a legislated martial law human rights victims compensation act ?","well , that is a question i am begging for an answer too . but that does not erase the fact that the marcoses did commit atrocities during their regime . what with the p174b ill - gotten wealth already recovered and a legislated martial law human rights victims compensation act ?",23.85,0.8,2.5,False,True
di ba wla na ung music critic eh . kya umay na dn panuorin HAHAAHAH,di ba wla na ung music critic eh . kya umay na dn panuorin hahaahah .,12.75,0.8,2.5,False,True
Jogging ? please 😭 4am na tatakbo na ba tayo ? ?,jogging ? please 4am na tatakbo na ba tayo ?,11.85,0.8,2.5,False,True
Kung nabigyan lang ng lead series ang DonKiss I’m sure they’ll become even bigger than they are ... sobrang sayang talaga . I get so sad when I think of the what ifs,kung nabigyan lang ng lead series ang donkiss im sure theyll become even bigger than they sayang talaga . i get so sad when i think of the what ifs .,18.15,0.9,2.5,False,True
"hahahaha wag niyo kong hahawakan , umuwi si hee pero tulog ako 🙂 parang gusto kong manakal 🥲","hahahaha wag niyo kong hahawakan , umuwi si hee pero tulog ako parang gusto kong manakal .",13.65,0.8,2.5,False,True
HALA NAG CHANGE TALAGA SYA HAHAHAHAHAHAAHHA YEY TRIPLETS NA TAYO,hala nag change talaga siya hahahahahahaahha yey triplets na tayo .,11.25,0.6,2.5,False,True
Ate hazel baka Naman palagay ng DT # DeannaWong | Deanna Wong,ate hazel baka naman palagay ng dt deanna wong .,11.85,0.7,2.5,False,True
Ayy nginatngat ko ata yan nung birthday ko akala ko pulutan HAHAHAHAHA CHAROT,ayy ko ata yan nung birthday ko akala ko pulutan hahahahaha charot .,12.15,0.8,2.5,False,True
Feeling broken hearted nga ako kaagad nung nabasa ko   yung prompt 😢 😢 🤭 🤭 🤭,feeling broken hearted nga ako kaagad nung nabasa ko   yung prompt .,13.05,0.8,2.5,False,True
Sumbong naman to kala mo bata lang # DEANNAWONG | Deanna Wong,sumbong naman to kala mo bata lang deanna wong .,11.85,0.6,2.5,False,True
"ate , since release day po hahaha , di ba naman matahimik kapatid ko , anymore ni somi & 2m1 ng vershua paulit ulit 😆","ate , since release day po hahaha , di ba naman matahimik kapatid ko , anymore ni somi 2m1 ng vershua paulit ulit .",15.75,0.9,2.5,False,True
Kaya pala si batugan back to war on drugs/ BBM and inaasikaso ! !,kaya pala si batugan back to war on drugs bbm and inaasikaso !,12.45,0.8,2.5,False,True
😆 🤣 wala man lang silang post . nakakaloka . netflix original series di ba po .,wala man lang silang post . nakakaloka . netflix original series di ba po .,13.35,0.8,2.5,False,True
"yung nagpa RT lang talaga sya ng pawsitive influencer tapos ako , , 🤡","yung nagpa rt lang talaga siya ng pawsitive influencer tapos ako ,",12.45,0.9,2.5,False,True
"ATLEAST NANOOD , OKAY NA YON HAHAAHAH","atleast nanood , okay na yon hahaahah .",12.35,0.6,2.5,False,True
"Ba t ganooooon , ako lang ba ? ? Parang kaunting kaunti na lang magkamukha na silang dalawa ni miah at dons","ba t ganooooon , ako lang ba ? ? parang kaunting kaunti na lang magkamukha na silang dalawa ni miah at dons .",14.85,0.8,2.5,False,True
The Mellow Touch 94.7 ! Mas maganda mga radio stations nuon kesa ngayon . Isa pa yung City Lights 88.3 . 🥺,the mellow touch 94.7 ! mas maganda mga radio stations nuon kesa ngayon . isa pa yung city lights 88.3 .,16.85,0.8,2.5,False,True
Lakas mo maka krist dyan . Haha,lakas mo maka krist dyan . haha .,10.35,0.6,2.5,False,True
Pink nails ni Neggy 💅 😸,pink nails ni neggy .,10.05,0.8,2.5,False,True
"gago sa tahimik don sa studio pati pag lakad nung girl rinig nyawa , di ba kayo inaantok gan gagu","gago sa tahimik don sa studio pati pag lakad nung girl rinig nyawa , di ba kayo inaantok gan gagu .",16.25,0.9,2.5,False,True
