src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
"Akmang kukunin ni Xander ang mga pictures pero pinigilan siya ni Ken at itinulak palayo . "" Fuck , akin na   yan ! Wala kang karapata — "" "" Wala akong karapata kunin ang mga screenshots mula sa CCTV na nakakita sa katarantaduhang ginagawa mo sa pamilya ko ? "" Pagtutuloy ni Ken .","xander was about to take the pictures but ken stopped him and pushed him away . "" fuck , give me that ! you have no right to — "" "" i have no right to get the screenshots from the cctv that saw the stupid things you were doing to my family ? "" ken continued .",58.2,0.9,16.0,True,True
Justin felt a little relieved . Nanumbalik na ang sigla ng anak niya at iyon ang importante sa ngayon . Mamaya na siguro niya aalalahanin kung paano ipapaliwanag kay Sebby na hindi sumasagot sa tawag o text si Ken mula pa noong gabing umalis ito sa bahay nila .,"justin felt a little relieved . his son  s energy had returned , and that was what was important for now . maybe later he would worry about how to explain to sebby that ken hadn t been answering his calls or texts since the night he left their house .",57.95,0.9,16.5,False,True
Justin felt a little relieved . Nanumbalik na ang sigla ng anak niya at iyon ang importante sa ngayon . Mamaya na siguro niya aalalahanin kung paano ipapaliwanag kay Sebby na hindi sumasagot sa tawag o text si Ken mula pa noong gabi umalis ito sa bahay nila .,"justin felt a little relieved . his son  s energy had returned , and that was what was important for now . maybe later he would worry about how to explain to sebby that ken hadn t been answering his calls or texts since the night he left their house .",57.95,0.9,16.5,True,True
"Taytay ? Call mo Dada ko please ? Sosowi Sebby kanya ... mad pa naman ako tas sabi sabi ko pa hate ko siya . Baka tatampo siya Sebby . "" "" Sa halip na sumang - ayon ay inasar pa ni Justin ang anak","tatampo talaga   yun sa  yo . "" "" lalong napanguso ang bata .",56.75,1.0,16.5,False,True
andami circumstances na madaming popular trainees ang umalis sa isang company then later mababalitaan na magdedebut na ng group yung company na yon . e.g yung time na andami popular sm trainees na umalis sa SM noon den nabalitaan nalang natin idedebut na ang aespa . DIBA,"there are many circumstances where many popular trainees leave a company , then later we find out that the company is debuting a new group . e.g . , the time when many popular sm trainees left sm , then we just found out that aespa was going to debut . right ?",58.6,1.0,17.0,True,True
"I don t understand your point . Pwede bang umalis na lang ka — "" "" Natigilan si Xander sa biglaang pagtawa ni Ken . Naglakad ito papalapit sa kaniya at pagkatapos ay tumigil sa mismong harapan niya . "" "" Maayos naman ang sweldo mo","i don t understand your point . pwede bang umalis na lang ka natigilan si xander sa biglaang pagtawa ni ken . naglakad ito papalapit sa kaniya at pagkatapos ay tumigil sa mismong harapan niya . maayos naman ang sweldo mo , bakit kailangan mong huthutan ng pera ang kumpanya ko ?",58.3,1.0,17.0,False,True
"Sabi na may kapalit pag sobrang saya Okay na okay na cla , di ba nila nakikita yun ? Yun na ang iniiyakan ni anji eh , yung hindi nila maintindihan yung samahan ng KYJI , Hndi ma nya alam papano kikilos , saan lulugar . @PBBabscbn pls help huhu may date pa cla eh","i knew there was a consequence to being too happy . they were already okay , don t they see that ? that  s what anji is crying about , that they don t understand kyji  s relationship , she doesn t know how to act , where to place herself . please help , huhu , they still have a date .",62.25,0.9,17.5,False,True
"Lalong lumakas ang iyak ni Sebby at mukhang nahihirapan na itong huminga kaya naman umupo na si Justin upang patahanin ang anak . "" Baby ... Sebby ? Stop crying na , Taytay is fine oh . I m not crying na . Shhh na baby ko ... "" But the kid is still crying which made Justin worried .","sebby  s crying grew louder and he seemed to be having trouble breathing , so justin sat down to soothe his son . "" baby ... sebby ? stop crying now , taytay is fine oh . i m not crying anymore . shhh now , my baby ... "" but the kid is still crying which made justin worried .",63.75,0.9,17.5,False,True
"Sandaling sinamaan ng tingin ni Ken si Josh bago muling itinuon ang paningin sa daan . Josh giggled upon seeing his friend  s reaction . "" Chill , init ng ulo eh . "" Josh knew why Ken is acting this way . Ikaw ba naman ang itaboy ng anak mo , makakangiti ka pa ba ?","ken briefly gave josh a sharp look before focusing his attention back on the road . josh giggled upon seeing his friend  s reaction . "" chill , you re so hot - headed . "" josh knew why ken was acting this way . if your own son pushed you away , would you still be able to smile ?",62.85,0.9,17.5,False,True
"Lalong lumakas ang iyak ni Sebby at mukhang nahihirapan na itong huminga kaya naman umupo na si Justin upang patahanin ang anak . "" Baby ... Sebby ? Stop cryi na , Taytay is fine oh . I m not cryi na . Shhh na baby ko ... "" But the kid is still cryi which made Justin worried .","sebby  s crying grew louder and he seemed to be having trouble breathing , so justin sat down to soothe his son . "" baby ... sebby ? stop crying now , taytay is fine oh . i m not crying anymore . shhh now , my baby ... "" but the kid is still crying which made justin worried .",63.75,0.9,17.5,True,True
"What the fuck are you doing here ? "" "" Kunot noong tano ni Xander . Napangisi naman si Ken . "" "" Papapasukin mo ako o gusto mong mapahiya sa labas ng bahay mo ? "" "" The tension between the two gave a little excitement to Josh . He wants to see what will happen to this sudden meet up .","what the fuck are you doing here ? "" "" xander asked with a frown . ken smirked . "" "" are you going to let me in or do you want to be embarrassed outside your house ? "" "" the tension between the two gave a little excitement to josh . he wants to see what will happen to this sudden meet up .",65.9,0.9,18.0,True,True
"Naninikip ang dibdib ni Justin . Kung may ayaw man siyang makita , iyon ay ang pag - iyak ng anak niya . Pero siguro nga , may mga bagay na mahirap pigilan . "" Shhh . Bakit naman magagalit si Taytay ? Alam ko namang lalabs mo ang Dada mo eh . "" Sebby searched for his father  s eyes .","justin  s chest tightened . if there was one thing he didn t want to see , it was his son crying . but maybe , there are things that are hard to stop . "" shhh . why would taytay get mad ? i know you love your dada . "" sebby searched for his father  s eyes .",66.85,1.0,18.5,False,True
"Contrary to what Sebby is saying , Ken moved even closer to hold his son but Sebby pushed him away . "" Wag kaw lapit samin , yaw ko sa paiyak Taytay ko . Dada pwamis kaw Sebby eh ! Di kaw tupad pwamis mo , yayaw ko na sa  yo ... "" Sebby is crying too hard kaya pumagitna na si Justin .","contrary to what sebby is saying , ken moved even closer to hold his son but sebby pushed him away . "" don t come near us , i don t want you to make my taytay cry . dada , you promised sebby ! you didn t keep your promise , i don t like you anymore ... "" sebby is crying too hard so justin stepped in between .",67.45,0.9,18.5,False,True
"Wala nang nagawa si Xander kung hindi ang pagbuksan ng pinto sina Ken at Josh . Ayaw naman niyang gumawa ng eksena sa labas ng bahay . Nang makapasok sa loob ay agad ding nagsalita si Ken , "" Mmm , you re living in a pretty decent house . You re also a CPA , am I right ?","xander had no choice but to open the door for ken and josh . he didn t want to make a scene outside the house . once inside , ken immediately spoke , "" mmm , you re living in a pretty decent house . you re also a cpa , am i right ?",66.25,1.0,18.5,False,True
"Sa loob ng ilang araw ay kapansin - pansin ang pagiging seryoso ni Ken . Halos hindi ito mabiro ni Josh dahil parang anytime ay bubuga ito ng apoy . Tulad na lang ngayon . "" Hoy , nakakunot nanaman ang noo mo . Mukha ka na talagang gura nyan . "" "" Shut up , Santos . I m driving .","for a few days , ken  s seriousness was noticeable . josh could hardly joke with him because it seemed like he would breathe fire at any moment . just like now . "" hey , your forehead is wrinkled again . you really look old . "" "" shut up , santos . i m driving .",68.1,1.0,19.0,True,True
"Sa loob ng ilang araw ay kapansin - pansin ang pagigi seryoso ni Ken . Halos hindi ito mabiro ni Josh dahil parang anytime ay bubuga ito ng apoy . Tulad na lang ngayon . "" Hoy , nakakunot nanaman ang noo mo . Mukha ka na talagang gurang nyan . "" "" Shut up , Santos . I m driving .","for a few days , ken  s seriousness was noticeable . josh could hardly joke with him because it seemed like he would breathe fire at any moment . just like now . "" hey , your forehead is wrinkled again . you really look old . "" "" shut up , santos . i m driving .",68.1,1.0,19.0,True,True
"Sa loob ng ilang araw ay kapansin - pansin ang pagiging seryoso ni Ken . Halos hindi ito mabiro ni Josh dahil parang anytime ay bubuga ito ng apoy . Tulad na lang ngayon . "" Hoy , nakakunot nanaman ang noo mo . Mukha ka na talagang gurang nyan . "" "" Shut up , Santos . I m driving .","for a few days , ken  s seriousness was noticeable . josh could hardly joke with him because it seemed like he would breathe fire at any moment . just like now . "" hey , your forehead is wrinkled again . you really look old . "" "" shut up , santos . i m driving .",68.1,1.0,19.0,False,True
"Sa loob ng ilang araw ay kapansin - pansin ang pagiging seryoso ni Ken . Halos hindi ito mabiro ni Josh dahil parang anytime ay bubuga ito ng apoy . Tulad na lang ngayon . "" Hoy , nakakunot nanaman ang noo mo . Mukha ka na talagang gurang nyan . "" "" Shut up , Santos . I m drivi .","for a few days , ken  s seriousness was noticeable . josh could hardly joke with him because it seemed like he would breathe fire at any moment . just like now . "" hey , your forehead is wrinkled again . you really look old . "" "" shut up , santos . i m driving .",68.1,1.0,19.0,True,True
"Humiwalay si Justin sa yakap at tumingin sa mga mata ni Sebby . Hinawakan niya ang magkabilang balikat nito at saka masinsinang kinausap . "" Nak , listen to Taytay okay ? Hindi porke napaiyak ako ni Dada mo , hindi na niya tayo love . Minsan , may mga pagkakataon lang na di maiwasan .","justin broke away from the hug and looked into sebby  s eyes . he held both of his shoulders and then spoke to him earnestly . "" son , listen to taytay , okay ? just because your dada made me cry , it doesn t mean he doesn t love us anymore . sometimes , there are just things that can t be avoided .",67.55,1.0,19.5,False,True
andaming circumstances na madaming popular trainees ang umalis sa isang company then later mababalitaan na magdedebut na ng group yung company na yon . e.g yung time na andaming popular sm trainees na umalis sa SM noon den nabalitaan nalang natin idedebut na ang aespa . DIBA,"there are many circumstances where many popular trainees leave a company , then later we find out that the company is debuting a new group . e.g . , the time when many popular sm trainees left sm , then we just found out that aespa was going to debut . right ?",66.1,1.0,20.0,False,True
"Ken tried walking closer to Sebby but the kid just cried even louder , repeating the words   I hate you   pertaining to his Dada . "" S - Sebby ... No , don t h - hate me . Lalabs ko kayo ni Taytay mo , hmmm ? Please , baby ... "" Sebby shook his head aggressively , "" Alis na kaw ! Yaw ko na sa  yo !","ken tried walking closer to sebby but the kid just cried even louder , repeating the words   i hate you   pertaining to his dada . "" s - sebby ... no , don t h - hate me . i love you and your taytay , hmmm ? please , baby ... "" sebby shook his head aggressively , "" go away ! i don t like you anymore !",74.25,0.9,20.5,False,True
"Ngumisi si Ken at itinulak palayo si Xander , "" Wala pa nga , nauutal ka na eh . Sinong duwag sa atin ? Isa pa , masyadong magaan kung susuntukin lang kita . "" Kinuha ni Ken ang mga litrato at ipinasok sa envelope bago nagpatuloy . "" I d rather see you in court than in a hospital .","ken smirked and pushed xander away , "" nothing  s even happened yet , and you re already stuttering . who  s the coward between us ? besides , it  s too light if i just punch you . "" ken took the photos and put them in the envelope before continuing . "" i d rather see you in court than in a hospital .",71.55,1.0,20.5,False,True
"Hindi rin gusto ni Justin na makipagsumbatan kay Ken . Ayaw niyang mag - away pa sila nang malala ngunit kung magmamatigas ito ay hindi siya magpapatalo . "" I was out there ... fighting to be here , Jah . Fighting to be with you . Tapos ang gusto mo pala eh iwan na lang ako rito ?","justin also didn t want to argue with ken . he didn t want them to fight badly , but if he was going to be stubborn , he wouldn t back down . "" i was out there ... fighting to be here , jah . fighting to be with you . and then you just want to leave me here ?",70.95,1.0,20.5,False,True
"Humiwalay si Justin sa yakap at tumingin sa mga mata ni Sebby . Hinawakan niya ang magkabila balikat nito at saka masinsinang kinausap . "" Nak , listen to Taytay okay ? Hindi porke napaiyak ako ni Dada mo , hindi na niya tayo love . Minsan , may mga pagkakataon lang na di maiwasan .","justin broke away from the hug and looked into sebby  s eyes . he held both of his shoulders and then spoke to him earnestly . "" son , listen to taytay , okay ? just because your dada made me cry , it doesn t mean he doesn t love us anymore . sometimes , there are just things that can t be avoided .",70.05,1.0,20.5,True,True
"Magtatanong na sana siya nang huminto si Ken sa harap ng isang bahay . Dire - diretso itong bumaba ng sasakyan at tatlong beses nagdoorbell . Nang walang lumabas ay muling pinindot ni Ken ang doorbell . Sinaway na siya ni Josh . "" Hoy , dahan - dahan . Parang may galit sa doorbell ah .","he was about to ask when ken stopped in front of a house . he went straight down from the car and rang the doorbell three times . when no one came out , ken pressed the doorbell again . josh reprimanded him . "" hey , take it easy . it  s like you re angry at the doorbell .",70.35,1.0,20.5,False,True
"Magsasalita pa sana si Sebby ngunit ginulo na ni Justin ang buhok niya , "" Oh , tama na ang tano . Kapag big ka na tsaka na natin   yan pag - usapan . "" Napanguso si Sebby dahil marami pang gumugulo sa utak niya pero ang mahalaga ay alam niyang lalabs pa rin sila ng Dada niya .","sebby was about to say something else , but justin ruffled his hair , "" oh , that  s enough questions . when you re big , we ll talk about that . "" sebby pouted because there were still many things bothering his mind , but what  s important is that he knows his dada still loves them .",72.2,1.0,21.0,True,True
"Magsasalita pa sana si Sebby ngunit ginulo na ni Justin ang buhok niya , "" Oh , tama na ang tanong . Kapag big ka na tsaka na natin   yan pag - usapan . "" Napanguso si Sebby dahil marami pang gumugulo sa utak niya pero ang mahalaga ay alam niyang lalabs pa rin sila ng Dada niya .","sebby was about to say something else , but justin ruffled his hair , "" oh , that  s enough questions . when you re big , we ll talk about that . "" sebby pouted because there were still many things bothering his mind , but what  s important is that he knows his dada still loves them .",72.2,1.0,21.0,False,True
"Lumapit si Justin sa anak at niyakap ito . Pumulupot naman ang braso ni Sebby sa bewang ng Taytay niya . "" M - Mad ba kaw Taytay pag sabi ko sosowi ako kay Dada ko ? Sabi ko kasi kanya h - hate ko siya ... Taytay , di ko po siya hate . Lalabs ko Dada ko eh , "" humihikbing saad ni Sebby .","justin approached his son and hugged him . sebby  s arms wrapped around his taytay  s waist . "" a - are you mad , taytay , if i say i m sorry to my dada ? because i told him i h - hate him ... taytay , i don t hate him . i love my dada , "" sebby said , sobbing .",88.35,1.0,26.5,False,True
"Lumapit si Justin sa anak at niyakap ito . Pumulupot naman ang braso ni Sebby sa bewa ng Taytay niya . "" M - Mad ba kaw Taytay pag sabi ko sosowi ako kay Dada ko ? Sabi ko kasi kanya h - hate ko siya ... Taytay , di ko po siya hate . Lalabs ko Dada ko eh , "" humihikbing saad ni Sebby .","justin approached his son and hugged him . sebby  s arms wrapped around his taytay  s waist . "" a - are you mad , taytay , if i say i m sorry to my dada ? because i told him i h - hate him ... taytay , i don t hate him . i love my dada , "" sebby said , sobbing .",88.35,1.0,26.5,True,True
baka nga U lang sana u lang hahaha,"maybe it  s just u , i hope it  s just u , hahaha .",4.4,0.6,0.0,False,True
baka dream talaga kasi .. synchronization of dream ? eme,maybe it  s really a dream because ... synchronization of a dream ? just kidding .,5.0,0.8,0.0,False,True
kinilig raw ako kanina . Bat di ba halata ?,they say i was blushing earlier . isn t it obvious ?,5.0,0.8,0.0,False,True
who .... SINO HUH,who .... who huh,3.2,0.6,0.0,False,True
DI BA NYA MAKIKITA YARN ? ? ?,can t he see that ? ? ?,4.4,0.6,0.0,False,True
di ba huhuhu pampaGV for life huhu,"right ? huhu , something to make you feel good for life , huhu .",4.1,0.6,0.0,False,True
TAMA TAMA TAMA,correct correct correct,2.9,0.6,0.0,False,True
"Oo naman eya , fan ka e. You are just admiring him . Grabe lang yang nag say out sayo","of course , eya , you re a fan . you are just admiring him . that person who said that to you is just too much .",8.0,0.8,0.0,False,True
Di ba angst to e ansakit taena yan 🤧 🥺,"isn t this angst ? it hurts so much , damn it .",5.0,0.8,0.0,False,True
Di ba pwedeng shownu nalang ?,can t it just be shownu ?,3.8,0.6,0.0,False,True
Di ba pwede ikaw nalang jowain ? Hehe # AskZT x.com/i/spaces/1mnxedbmOQqJX,can t i just date you instead ? hehe .,5.3,0.8,0.0,False,True
( 2 ),( 2 ),4.9,0.6,0.0,False,True
Oo nga rold di ba pwede ?,"yeah , rold , can t we ?",4.1,0.6,0.0,False,True
napaka bastos talaga ni2 kaya walang nag kaka croomf eh,"this person is so rude , that  s why no one has a crush on them .",5.0,0.8,0.0,False,True
Where does the mainstream media in any way refer to Rittenhouse as a white supremacist in reporti,where does the mainstream media in any way refer to rittenhouse as a white supremacist in reporting ?,7.1,0.8,0.0,True,True
Where does the mainstream media in any way refer to Rittenhouse as a white supremacist in reporting,where does the mainstream media in any way refer to rittenhouse as a white supremacist in reporting ?,7.1,0.8,0.0,False,True
motor ? ? ? kapag tinamad aq mag ipon bagong fixie n lang ehshshahaha,"motorcycle ? ? ? if i get lazy to save up , i ll just get a new fixie , hahaha .",6.2,0.8,0.0,False,True
tanginang mababa yan,that  s a fucking short,2.9,0.6,0.0,False,True
Sino kaya un Di ba drawing,i wonder who that is . isn t it a drawing ?,3.8,0.8,0.0,False,True
mutual aku di ba menang ga 14jt nya kak jihan wow,"i m a mutual , didn t i win the 14 million from sis jihan , wow .",5.3,0.6,0.0,False,True
atau kalo mau beli di spoti langsung terserah,"or if you want to buy directly from spotify , it  s up to you .",4.4,0.6,0.0,False,True
di ba dumating ?,didn t it arrive ?,3.2,0.8,0.0,False,True
hindi ?,no ?,2.6,0.6,0.0,False,True
loe po,hello po .,2.6,0.6,0.0,False,True
di ba ! ! !,right ! ! !,3.5,0.6,0.0,False,True
"g eve ! eat kna dinner , hoy tita yung libre q","good evening ! have you eaten dinner ? hey , auntie , where  s my treat ?",5.6,0.8,0.0,False,True
di ba hahahahahaha ganda lang tlg ambag natin haha chz,"right ? hahahahahaha beauty is our only contribution , haha , just kidding .",5.0,0.6,0.0,False,True
meron yan ! ! ! ! huhuhu pagdasal natin,there is one ! huhuhu let  s pray for it .,4.7,0.8,0.0,False,True
Parati talaga naka smile si CEO . * pokes cheek,the ceo is always smiling . * pokes cheek *,5.0,0.8,0.0,False,True
Di ba pwede ipost yun ? Icrop lang ? Skssksks :(((,can t i post that ? just crop it ?,5.3,0.8,0.0,False,True
di ba ? gago yan HAHAHAHAHAHAHA,"right ? that  s an idiot , hahahahahaha .",3.8,0.6,0.0,False,True
Di ba pwede jowa muna hahahahaha,can t i have a boyfriend first ? hahahahaha .,3.8,0.6,0.0,False,True
"pesen di ba langgananmu nanti aku bayar , cepatttt","order from your usual place , i ll pay later , quickly !",4.7,0.8,0.0,False,True
Totoo baa huhuhu di ba hindi bagay yung short hair sksksksk 🥲🥲,"is it true ? huhuhu , doesn t short hair suit her ?",5.6,0.6,0.0,False,True
cno ba naman aq para icrushback di ba ?,"who am i to be crushed back , right ?",4.7,0.6,0.0,False,True
fav song po yan,that  s my favorite song,5.2,0.6,0.0,False,True
- are u my filo or intl oomf,- are you my filipino or international oomf ?,4.4,0.8,0.0,False,True
omg  di ba halata ahhahasjjskaj,"omg , isn t it obvious ? ahhahasjjskaj",3.5,0.8,0.0,False,True
  Di ba,ang main issue pa rin talaga ay ang kakulangan ng vaccine supply at ang kabagalan ng roll - out nito ? at ang contact tracing  di naman talaga matino,2.6,0.6,0.0,False,True
edi wow sino ba naman ako di ba,"edi wow , who am i anyway , right ?",4.4,0.6,0.0,False,True
Its so unnecessary di ba,"it  s so unnecessary , right ?",3.5,0.6,0.0,False,True
so women are women are both pawns and trophies to prove some men  s masculinity ? kung di ba naman ... # ViralScandal # ViralScandalConfessions,so women are both pawns and trophies to prove some men  s masculinity ? if not ... # viralscandal # viralscandalconfessions,9.5,0.8,0.0,False,True
Guys need help . How do you take care of your albums when in display ? need some tips pls .,"guys , need help . how do you take care of your albums when on display ? need some tips , please .",8.3,0.8,0.0,False,True
GC nga di ba . GC .,"it  s a gc , right ? gc .",4.1,0.6,0.0,False,True
"babe , im so rupok lamoyarn haha chos","babe , i m so weak , you know that , haha , just kidding .",4.4,0.8,0.0,False,True
oh di ba pareho tayo babe HAHAHAHA,"oh right , we re the same , babe hahahaha .",4.1,0.6,0.0,False,True
parang long flight yung kay johnny ? ? ?,it seems like johnny  s is a long flight ? ? ?,4.7,0.6,0.0,False,True
Hahaha ako to maganda kahit stressed at depressed,"hahaha , this is me , beautiful even when stressed and depressed .",4.4,0.8,0.0,False,True
haha ikaw pala si RUTH,"haha ikaw pala si ruth , you recently had your birthday di ba ? ? hahaha how was it ?",3.5,0.6,0.0,False,True
Fax no lays di ba ?,"facts , no lies , right ?",3.8,0.6,0.0,False,True
oh ʼdi ba hindi haphy endgame,"oh , see ? it  s not a happy endgame .",3.8,0.6,0.0,False,True
Insomnia agad ? Di ba pwedeng Insufficent sleep muna 🤣 🤣 🤣 🤣,insomnia right away ? can t it be insufficient sleep first ?,9.9,0.6,0.0,False,True
di ba pwedeng maganda nalang kahit stressed at depressed,can t i just be beautiful even when i m stressed and depressed ?,4.7,0.8,0.0,False,True
ina mga tigyawat to ayaw ako iwan what  s the deal,"these damn pimples won t leave me , what  s the deal ?",5.3,0.8,0.0,True,True
inang mga tigyawat to ayaw ako iwan what  s the deal,"these damn pimples won t leave me , what  s the deal ?",5.3,0.8,0.0,False,True
# JaREDiToParty ibang au si reevo di ba ? Kay sey yun !,isn t reevo a different au ? that  s sey  s !,5.9,0.6,0.0,False,True
Pag may hepa kap ganyan dapat para gumaling,"if you have hepatitis , you should do that to get better .",4.4,0.8,0.0,False,True
Ha ha ha lang geh ! ! ! ! ! Awit,"ha ha ha , just go ahead ! damn .",5.3,0.6,0.0,False,True
Mas ok kung totoong account di ba ?,"it  s better if it  s a real account , right ?",4.4,0.6,0.0,False,True
Takot gamitin real acct nya . Geh . Hahahaha,scared to use their real account . go ahead . hahahaha .,4.7,0.8,0.0,False,True
di ba si chenle ung naka vest </3,isn t chenle the one wearing the vest ?,4.4,0.8,0.0,False,True
"totoo , cno kaya ? di ba @imissyounish","true , i wonder who ? right , @imissyounish ?",4.4,0.6,0.0,False,True
H - ha,h - huh,4.9,0.6,0.0,False,True
hahahha baka sulutera soty,"hahahha maybe sulutera "" ( homewrecker ) will be song of the year",3.2,0.6,0.0,False,True
wahhahaha okay lang yan ! char,wahhahaha that  s okay ! just kidding .,3.8,0.6,0.0,False,True
kasi kamura - mura si @sheepgardensarc,because @sheepgardensarc is curse - worthy .,5.8,0.6,0.0,False,True
Biglang nag bulk up di ba ? Katuwa !,"he suddenly bulked up , right ? so cool !",4.7,0.6,0.0,False,True
God fearing candidate siya di ba ?,"he  s a god - fearing candidate , right ?",4.1,0.8,0.0,False,True
masarap ba ? bakit may pickles,is it good ? why are there pickles ?,3.8,0.8,0.0,False,True
Ano muna walGAS petron bayun 🤣,"what first , is that petron gas ?",3.8,0.6,0.0,False,True
Kapag nag Stay tanga agad ? Di ba pwedeng Totoo talaga yung Tao ?,"if you stay , are you immediately stupid ? can t it be that the person is just really true ?",6.2,0.6,0.0,False,True
Di ba ? Haha sana all cute,"right ? haha , i wish everyone was cute .",4.1,0.8,0.0,False,True
friends pala tayo hindi ako informed,"oh , so we re friends , i wasn t informed .",3.8,0.6,0.0,False,True
"wala , fake friend ka lang","nothing , you re just a fake friend",3.8,0.8,0.0,False,True
sagutan n yo nga mga friends bestiefy.com/q?=qjEgk,"answer this , friends .",4.1,0.8,0.0,False,True
mali mali   yung tanong 3 ampota,"the question in number 3 is so wrong , damn it .",3.8,0.6,0.0,False,True
Di ba,"di ba , mukhang magbibigay ng 20th month bonus !",2.6,0.6,0.0,False,True
oo mukhang mabait c CEO,"yes , the ceo looks kind .",3.5,0.8,0.0,False,True
pati b nmn ikw ireject aq s bgay cno b nmn aq  di ba isa lang nmn aqng dinosaur rorororor 🦖 🦖 🦖,"even you reject me , well , who am i anyway , right ? i m just a dinosaur , rorororor .",8.9,0.8,0.0,False,True
minsan HAHAHAHAHAHAHA CAPRI,"sometimes , hahaha , capri .",4.9,0.6,0.0,False,True
Very nice,"very nice , sir . mabuti na may parts parin na and juicylicious enough din siya . salamat po sa review .",2.6,0.6,0.0,False,True
ano kaya problema no,i wonder what the problem is .,3.2,0.6,0.0,False,True
Sino ba naman tayo di ba ? ?,"who are we anyway , right ? ?",4.4,0.6,0.0,False,True
Life goes on po,life goes on .,3.2,0.8,0.0,False,True
Di ba ? ? HAHAHAHAHHA,right ? ? hahahahahha,3.5,0.6,0.0,False,True
Nd siya from jewel case HAHAHAAH,"it  s not from the jewel case , hahahaah .",3.8,0.6,0.0,False,True
ulol ulol kayo dyan alam nyo bang di endgame yan,"crazy , you guys are crazy , do you know that  s not the endgame ?",5.0,0.8,0.0,False,True
Curious talaga ako kung bakit akala nyo babae ako nong una . HAHAHHA,i m really curious why you all thought i was a girl at first . hahahha,5.9,0.6,0.0,False,True
puro kayo poso,"puro kayo poso ,   di ba pwedeng kidney ko naman jk .",2.9,0.6,0.0,False,True
"Why naman nag mura , Essa ?","why did you curse , essa ?",4.1,0.6,0.0,False,True
Hahahaha basta happy blocking 🥰 @SB19Official,"hahahaha , just happy blocking .",3.8,0.8,0.0,False,True
Ke di emetse,i am waiting for them .,2.9,0.6,0.0,False,True
O ka bo o latlhetse e le thread once mare mme ke di ba baakanyetse .,"you should have posted it as a thread once , but i have prepared them for them .",6.8,0.6,0.0,False,True
Huy Masarap siya 🤤 🤩 🤤 pero no pickles for me,"hey , it  s delicious , but no pickles for me .",5.3,0.8,0.0,False,True
kasalanan talaga nung site,it  s really the site  s fault .,3.2,0.6,0.0,False,True
Haha edi sanaol di ba ?,"haha , then i wish everyone had that , right ?",3.8,0.6,0.0,False,True
WHAT IF LNG NMN DI BA SURE,"what if it  s not sure , right ?",4.1,0.6,0.0,False,True
Swanetse re romele Ngaka di ba roke 🤣 🤣 🤣 🤣,"we should send a doctor , shouldn t we ? 🤣 🤣 🤣 🤣",9.3,0.6,0.0,False,True
what if mine po chz,"what if it  s mine , just kidding",5.5,0.8,0.0,False,True
awit ate yubg akin andun naaalikabok’sn HAHAHAHAHAHAHKSHAKAHK,"damn , sis , mine  s over there getting dusty .",4.1,0.8,0.0,False,True
same lang naman sila  di ba ..,"they re just the same , right ?",4.1,0.6,0.0,False,True
Critics have pointed out that the report released to the media was not in the top hospital ’s letterhead and that the hospital ’s address was wrong .,critics have pointed out that the report released to the media was not on the top hospital ’s letterhead and that the hospital ’s address was wrong .,11.0,0.8,0.0,False,True
Eh,"eh , kasi sabi niya pangit daw tapos mas maganda daw yung- then ? ibig bang sabihin nun pwede na ka agad mag conclude na dun yun galing ? ? di ba puwedeng fake acc na gusto lang talaga manira ?",2.3,0.6,0.0,False,True
mali,wrong,2.3,0.6,0.0,False,True
You re not a grinch . You re a person who  s coping with immense loss at the end of a challenging year .,you re not a grinch . you re a person who  s coping with immense loss at the end of a challenging year .,9.2,0.8,0.0,False,True
You re not a grinch . You re a person who  s copi with immense loss at the end of a challenging year .,you re not a grinch . you re a person who  s coping with immense loss at the end of a challenging year .,9.2,0.8,0.0,True,True
di complete ang araw pag walang sulutera,"the day is not complete without sulutera "" ( homewrecker )",5.35,0.9,0.5,False,True
so ba t mo nilike @naeviiz,so why did you like it ?,5.05,0.8,0.5,False,True
"ginusto mo yan hazel mae di ba , shutacca kasi","you wanted this , hazel mae , right ? because you re a shut - in .",6.25,0.8,0.5,False,True
Another day of mas may pag - promote pa si Kumu kesa kay Kanin .,another day of kumu promoting more than kanin .,7.75,0.8,0.5,False,True
tara sa,let  s go to,3.85,0.7,0.5,False,True
Aparador levels na sya,he  s at wardrobe level now .,4.45,0.6,0.5,False,True
@vicegandako iloveyou ! Ikaw lang mahal ko okay .. wag selosa ..,"@vicegandako i love you ! you re the only one i love , okay .. don t be jealous .",6.85,0.8,0.5,False,True
gusto q ng croomf . wala lang,"gusto ako ng croomf . wala lang , gusto ko lang kiligin .",5.35,0.9,0.5,False,True
wala kayo sa album kong nag world tour,you re nothing compared to my album that went on a world tour .,5.65,0.9,0.5,False,True
sorry na totoo naman e,"i m sorry , but it  s true .",4.75,0.6,0.5,False,True
Eya HAHAHHAHAHAHAAH grabe sa ganda may h8r hahhahahaahahahah,"eya , hahahhahahahaah , so beautiful , yet has a hater , hahahahaahahahah .",7.65,0.9,0.5,False,True
ni aing kudu ikut jg ampe mena,i have to join until i win .,5.35,0.8,0.5,True,True
ni aing kudu ikut jg ampe menang,i have to join until i win .,7.35,0.8,0.5,False,True
ni ai kudu ikut jg ampe menang,i have to join until i win .,5.35,0.8,0.5,True,True
