src,tgt
cno ba naman aq para icrushback di ba?,"Who am I to be reciprocated with romantic interest, right?"
uy nu to,uy what's this?
"Lmao di ba nila alam grabe yung ibang kfanscommunities na tuwing pirate concept plang ateez that time, maraming ayaw sa concept nayun. :/// Masama magnakaw","Lmao, don't they know that some Korean fan communities hated the pirate concept Ateez had that time? :/// Stealing is bad."
HA PANO YUN? UMABOT SA PRESENT GANON,HA HOW DID THAT HAPPEN? IT REACHED THE PRESENT LIKE THAT?
di ba ang weird nung situation nila na ewan ?? ok tama team dencio pa rin,"Isn't their situation weird that, I don't know?? ok that's right, still team Dencio"
where is hyunjae...,Where is Hyunjae?
oo nga where is he ba kasi huhuhu so ano naspoiled lang tayo nung maverick after nun waley na,"Oh yeah, where is he anyway? I'm so sad. We were spoiled by Maverick, and after that, there's nothing."
para next month na pala yung mga post niyang sunod-sunod nong promotion days pa ng maverick :((,So it seems like his consecutive posts from the promotion days of Maverick will be next month. :((
sinanay lang pala tayo saglit after nun wala na huhu naisip ko na yan eh sabi na nga ba :(,"We were only given a little taste, and then nothing again. I already thought of that, I knew it. :("
"oh di ba, pinasaya lang tayo saglit tapos naghost na naman...","See? We were only made happy for a while, then he became a ghost again..."
Kumusta po ba ang buhay nyo nung si Ferdinand E. Marcos po ang Pangulo ng Pilipinas po?,How was your life when Ferdinand E. Marcos was the President of the Philippines?
Kailangan maglakad ng malayo para lang makabili ng bigas sa Kadiwa.,You had to walk far just to buy rice at the Kadiwa.
Yun nakalimutan ko na KADIWA nga pala yung tawag dun kung saan pipila Nanay ko para sa bigas nung panahon ng martial law kasi nagkakaubusan ng bigas.,"Oh, I forgot that KADIWA was what they called the place where my mother would line up for rice during martial law because there was a rice shortage."
Oo tapos gusto nila pasalamat tayo! Hayup di ba!,"Yeah, and then they want us to be grateful! That's messed up!"
okay so my sticker jewel case album already came and pulled a dotae omg but guess what i don't remember at all ordering this album,"Okay, so my sticker jewel case album already came, and I pulled a Doyoung-Taeyong card, omg, but guess what? I don't remember ordering this album at all."
GUSTO KO YANG TAEYONG PC NA YAN HOY,I WANT THAT TAEYONG PHOTOCARD!
uy di ba taeyong din na pull mo?? teka sticker album ba yon?,"Hey, didn't you pull a Taeyong, too? Wait, was that the sticker album?"
Nd siya from jewel case HAHAHAAH,"Nope, it's not from the jewel case, hahaha."
ahh keri na at least inuwian hahah first tyong pc ko rin ata 'to huhu,"Ah, it's okay, at least I got one. I think this is my first Taeyong photocard too, huhu."
Tapos na po ako jaan,I'm already done with that.
Masakit nga my natutonan nman,"It hurts, but I learned something."
Di ako mapanakit.. Ako lang yong sinasaktan nila,I don't like hurting others. I'm just the one they hurt.
I mean sa relasyon Pag sa ibang sitwasyon my nasaktan din akong damdamin,"I mean, in a relationship. In other situations, I've hurt someone's feelings, too."
Magjojowa pa din ako bahala ka jan hahahaha,"I'm still going to have a boyfriend, whatever you say, hahaha."
Wahahaha raulo Sabi ko saU knina turoan mo muna ako ulit pano pag jowa na karapat dapat..,"Wahahaha, you're such a mess. I told you earlier to teach me again what counts as a worthy partner."
Yan na nga ang problema jan sa sinasabing sakal nkakasakal ba yong wlang time nakakasakal ba yong sasabihin mo lang na ganetong hrs wlang paramdam,"That's the problem, this so-called being suffocated. Is having no time suffocating? Is it suffocating when you just say you'll be available at these hours, and then you disappear?"
Instant pa ako sa instant noodles Pag sa jowa kasi di ko pinaparanas sa knya yong kakausapin lang kita pag gusto ko lang kasi ako khit gano pa ako kabusy paglalaanan tlaga kita ng oras napag aralan ko na nga paano maging matigas minsan ng di taU abusohin,"I'm even faster than instant noodles. Because with a boyfriend, I don't let him experience only being able to talk to me when I want to because, even if I'm busy, I'll really make time for you. I've even learned how to be tough sometimes so I won't be abused."
Alam mo kailangan din kasi natin minsan ang magpakabato para di taU abusohin lalo na pag subra taUng lambot naranasan ko na yan kasi tas minsan sa subrang bait natin madalas inaabuso kaya ayaw ko ng mangyari pa yon ulit,"You know, sometimes we also need to be tough so we won't be abused, especially if we're too soft. I've experienced that because sometimes, because we're so nice, we're often abused, so I don't want that to happen again."
Ako my pagkapusong mamon din nman pero minsan kailangan magmatigas lalo na pag subra subra yong ginagawa pero marunong pa din akong magpakumbaba at magpatawad,"I'm sweet, too, but sometimes I need to be tough, especially if what they're doing is way too much. But I still know how to be humble and forgive."
"Yes di ko kayang magtanim ng galit or sama ng loob Mas lalo ko pang pinagpray yong mga taong nagawan ako ng mali.. Di ba sabi ng Lord kung makapito man nagkasala saU, makapitongpotpito mo din tong patatawarin ganon paniniwala ko kaya di ko kayang mgtanim ng galit","Yes, I can't hold grudges or resentments. I even pray more for the people who have wronged me. Didn't the Lord say that if someone sins against you seven times, you should forgive them seventy times seven? That's my belief, so I can't hold grudges."
I just received the pins I ordered for my sweaters. Huhu Comfy outfit but with a Bangtan touch BTS BTSARMY TriviaLove,"I just received the pins I ordered for my sweaters. Huhu, comfy outfit but with a Bangtan touch. BTS BTSARMY TriviaLove"
Omg gandaaaa!!,"Omg, it's so beautiful!!"
Di ba? Super nagulat ako meron Trivia Loooove,Right? I was so surprised that there's a Trivia Love.
Yesss! I love that line so much! Yung WAB Eternal pin din super nice where did you buy plssss,"Yesss! I love that line so much! That WAB Eternal pin is also super nice; where did you buy it, please?"
I’ll DM you the links!,I'll DM you the links!
"Ganduhhhhh, parang gantong design nalang gusgo ko dun sa rug","So beautiful, I want something like that design for the rug."
Ay di ba kayo youngk stan bat nagsswerve????,Aren't you a Young K stan? Why are you switching?
Puke ka g ka na ba ihulma si youngk as design dun sa ruggggg,"You're crazy, are you already gay? To mold Young K as the design on a ruggggg."
"Ngayon ko lang napanood ung episode ng Ma, Nasaan? ni Stell. hahahahahahhaa.. aminin niyo, hnd ganun kahinahon ang mga nanay niyo pag lagi kayong natawag ng ganun tapos may hinahanap pa kayo. linya ng mga nanay sa ganyan: PAG DI MO NAKITA YAN,","I only just now watched that episode of Ma, Nasaan? with Stell, hahahahahahhaa. Admit it, your mothers aren't that calm when you keep calling them like that and looking for something. That's what mothers say in those situations: ""IF YOU DON'T FIND THAT,"""
MAKIKITA MO! with matching pandidilat ng mata at hampas pa yan. di ba?? wala lang. skl. SB19,"""YOU'LL GET IT!"" With matching widened eyes and a smack at that. Right?? Just sharing. SB19"
Ask ko lang mga future educators sa tabi tabi di ba kayo nauubusan ng name na ilalagay sa lesson plan or ako lang talaga mapag lagay ng pangalan sa lesson plan? HAHAHAHA,"I'm just asking all you future educators out there, don't you ever run out of names to put in the lesson plan, or is it just me who keeps putting names in the lesson plan? HAHAHAHA."
Hahahaha Present lagi ang WEi sa akin,"WEI is always present in mine, hahaha."
Present din sila sakin kaso di lahat kasi Korean name si Yohan madalas kasi may ganiyan name dito. Tas si Dae at Dong yan HAHAHAHA,"They're also present in mine, but not all of them because Yohan is a Korean name, and there are often people here with that name. Then Dae and Dongyan, Hahaha."
Hahahaha cheer multi stan ka hahahaha gamitin mo name ng mga jowa mo chaar Pero ako di halos naglalagay ng name hahahaha,"Hahahaha, you're a cheerful multi-stan, hahaha. Use the names of your boyfriends, char. But I hardly put names at all, hahaha."
"Nag aalangan nga akong gamitin kasi Korean names ang madalas kong nagagamit lang Yohan, Daniel tsaka yung mga alam ko yung English name na idols mapag lagay kasi ako ng name pero nauubusan na ko ng pangalan HAHAHAHA","I'm even hesitant to use them because the names I often use are Korean names, like Yohan, Daniel, and the idols' English names that I know. I like putting names, but I'm running out of names, HAHAHAHA."
THATHSecretIsOut . Anung pakialam mo kung buntis ako di ba gusto mo na ipa annul ang kasal natin di mo ba alam kung gaano mo ko sinaktan Dom,"THATHSecretIsOut. What's it to you if I'm pregnant? Didn't you want to annul our marriage? Do you even know how much you've hurt me, Dom?"
tanginanyo di ba kayo nagsasawa kakadedicate ng sulutera,"Damn you all, aren't you tired of dedicating songs to 'suluteras' (home wreckers)?"
hahahha baka sulutera soty,"Hahahha, maybe 'sulutera' is Song of the Year."
di complete ang araw pag walang sulutera,The day isn't complete without 'sulutera'.
fav song po yan,That's my favorite song.
ARAW ARAW KO NALANG NARIRINIG,I HEAR IT EVERY SINGLE DAY.
Otw naman pampanga pag pa-ilocos di ba? Sabay na yaaaan hihihi,"I'm on my way to Pampanga. Isn't Ilocos next? Let's do it all at once, heehee."
Guys need help. How do you take care of your albums when in display? need some tips pls.,"Guys, need help. How do you take care of your albums when they're on display? Need some tips, pls."
Hindi ko sya linalagyan ng plastic or anything apqmcihajqf pero naka-stack sila per era or depende sa mood ko,"I don't put them in plastic or anything apqmcihajqf, but they're stacked per era or depending on my mood."
Wahahaha relatable tlaga depende sa mood pano un di ba nagdudust pag walang cover?,"Wahahaha, that's so relatable. Depending on your mood, how does that work? Won't they get dusty without a cover?"
"maliligo lang ako tas sabi ni ate ""aalis kana nanaman?!"" di ba pwedeng maliligo lang","I'm just going to take a bath, and my sister says, ""You're leaving again?!"" Can't I just take a bath?"
ang ganda mo kanina,You looked so beautiful earlier.
akapin nga kita.. cute mo eh... Yung totoo epekto ba ng kapapanood mo? O ako ba dahilan?,"Let me hug you. You're cute. Seriously, is it because of what you're watching? Or am I the reason?"
alam mo wala naman problema sa akin kung maglalambing ka. Mas okay nga yun. Kasi gumagaan pakiramdam ko.,"You know, I don't have a problem with you being affectionate. It's even better that way. Because it makes me feel lighter."
so gf na nga kita? Cute ng gf ko.. naglalambing...,"So, are you my girlfriend now? My girlfriend's cute. Being affectionate..."
iloveyou! Ikaw lang mahal ko okay.. wag selosa ..,"I love you! You're the only one I love, okay? Don't be jealous."
alam ko na di mo maiiwasan mag selos.. natural naman talaga. So ako na mag aadjust sa gf ko.. Di ba? Mahal ko?,"I know you can't avoid being jealous; it's natural. So, I'll adjust for my girlfriend. Right? My love?"
ilan beses ka na ganon.. sa akin lagi mo ko inaaaway eh. Away bati tayo.. Di rin naman kita matiis na di kausapin. Masyado ka rin nagpapacute,"How many times have you done that? You always pick a fight with me. We fight and make up. I can't stand not talking to you either. You're too cute, too."
di ko rin maintindihan kung bakit kakaiba nararamdaman ko sa iyo di ko maexplain Di ko alam kung maiinis ako o matatawa o ano .. ah basta kakaiba..,"I also don't understand why I feel something different for you; I can't explain it. I don't know if I should be annoyed or laugh or what. Ah, it's just different."
di ko ito naramdaman sa iba. Sa iyo lang.. ah siguro masyado lang ako masaya sa iyo.. siguro di ba?,"I haven't felt this with anyone else. Only with you. Ah, maybe I'm just too happy with you. Maybe, right?"
ang importante.. nakikita ko yung totoong ngiti mo. Kahit yun lang makita ko sayo masaya na ko.. Nakakagaan ng loob kasi yung pakiramdam na nginingitian ka ng taong mahalaga sa iyo. Kasi..,"What's important is... I see your genuine smile. Even if that's all I see from you, I'm already happy. It's heartwarming to feel like the person important to you is smiling at you. Because..."
kasi.. makikita mo kahalagahan mo sa kanya. Kaya napaka-importante na ngumigiti ka ng totoo sa mga taong mahahalaga sa buhay mo. At maalala ka man nila. Na yung pagngiti mo magbibigay ng inspirasyon. Pag aalala ng kapanatagan ng loob. Pagkalma..,Because... you'll see your importance to them. That's why it's so important to smile genuinely at the people who are important in your life. And so they remember you. That your smile gives them inspiration. A memory of peace. Calm...
iba pagngiting may ginagawang kalokohan sa pangiti ng pahihiganti.. Iba rin pangiti ng kilig Sa masayang pagngiti. Magkakaiba ang interpretasyon nyan. Nasa sa iyo kung ano meaning ng pangiti mo sa bawat sitwasyon.,It's different when you smile because of mischief versus smiling for revenge. There's also smiling out of giddiness versus a happy smile. There are different interpretations of that. It's up to you what your smile means in each situation.
yun lang din kasi naisip kong paraan kasi ang lungkot talaga ng mga tao noon.. Kahit ano nawawalan na rin ako ng pag asa pero pag naaalala kita at yung mga taong importante sa akin..,"That's the only way I could think because people were so sad back then. I lose hope, too, but when I remember you and the people important to me..."
dun ko kinukuha yan. Yun lang lakas ko para mag-ipagpatuloy pa ang buhay.. wala naman kasi ibang choice.. Iloveyou!,That's where I get it from. That's my only strength to continue living life... there's no other choice. I love you!
Napilitan yarn Brian and Jackie?? Magsama kayo mag demonyong magasawa!! ALDENxTWBU NewDay TWBUSurfaceTension • ALDENRichards,Were Brian and Jackie forced into this? You two should be together as demonic spouses!! ALDENxTWBU NewDay TWBUSurfaceTension • ALDENRichards
di ko talaga getz si Jackie. Di ba best friend mo si Lia. weirdo talaga etong magkapatid na Carlos TWBUSurfaceTension ALDENxTWBU NewDay,I really don't get Jackie. Isn't Lia your best friend? These Carlos siblings are really weird. TWBUSurfaceTension ALDENxTWBU NewDay
Mahirap magpatawad di ba ? TWBUSurfaceTension,"It's hard to forgive, isn't it? TWBUSurfaceTension"
Hi po! If Human Nature user po kayo baka pwedeng samin na lang kayo bumili. Will help a lot in our finances. humanheartnature.com/buy/ana… *PS: tatay ng mga anak ko yan pogi naman di ba,"Hi! If you're a Human Nature user, maybe you can buy from us instead. It will help a lot with our finances. humanheartnature.com/buy/ana… *PS: That's the father of my kids, and he's handsome, right?"
"Kelan pa napunta ng Ususan, Taguig ang St. Lukes BGC?","When did St. Luke's BGC move to Ususan, Taguig?"
nalukungkot ako kaya nagpunta ako dito.ayun tawang tawa na ako.salamat sa inyo,"I was sad, so I came here. Now I'm laughing so hard. Thank you all."
di ba?hehehehe maraming salamat tlaga mga pinklawan.you rock!!!,"Right? Hehehe, thank you so much, pinklawans (supporters of Leni Robredo). You rock!!!"
kala ko tuluyan na masisira araw ko dahil sa mga naging exams buti na lang na-credit na scholarship. sabihin mo salamat tdp!!!,"I thought my day would be ruined because of the exams, but thankfully, the scholarship was credited. Say thank you, TDP!!!"
"deretso nagreflect na sa accounting sa olfu e, nacredit na siya kasi wala kami atm di ba. try mo check landbank app mo kung meron ka baka may laman na rin inyo","It's already reflected in the accounting at OLFU; it got credited because we don't have an ATM, right? Try checking your Landbank app if you have one; maybe it's already there."
INAABOT NG 100+ YUNG PLAYLIST/LIKED SONGS NIO SA SPOTIFY ???,DO YOU HAVE 100+ SONGS IN YOUR PLAYLIST/LIKED SONGS ON SPOTIFY???
Di ba dpat¿ aabot na ng 250 yung aken,Shouldn't it be reaching 250 for mine?
ako na 23 lang,I only have 23.
H-ha,H-ha.
Pwede nyo naman tanungin ang St. Lukes di ba?,"You can just ask St. Luke's, right?"
ayaw po ata nila ng tamang sagot,I don't think they want the right answer.
Anyway he's cute,"Anyway, he's cute."
apaka,Very.
"babe, im so rupok lamoyarn haha chos","Babe, I'm so easily swayed, I'm such a pushover haha, just kidding!"
oh di ba pareho tayo babe HAHAHAHA,"Oh, babe, we're the same, hahaha!"
wahhahaha okay lang yan! char,"Wahhahaha, that's okay! Just kidding!"
The presidency is a job. Perhaps the most difficult job there is in the country. Presidentiables need to be seen as applicants. Aplikante po sila at tayo ang HR ng bansa. Bawat isa sa atin ay may karapatang malaman at magtanong sa kanila na mga nag-aapply.,"The presidency is a job. Perhaps the most difficult job there is in the country. Presidentiables need to be seen as applicants. They are applicants, and we are the HR of the country. Each of us has the right to know and ask those who are applying."
Dito walang OJT (pero meron yung First 100 Days). Mayroon tayong lampas 5 buwan para kilalanin at kilatisin ang bawat isa. Hindi natin kailangan magtalo. Kailangan nating matutong mamili. Sila ang kailangan magpakita / magpamalas bakit sila ang susunod na pangulo natin.,There's no OJT here (but there's the First 100 Days). We have more than 5 months to know and scrutinize each one. We don't need to argue. We need to learn how to choose. They need to show/demonstrate why they should be our next president.
"BIO-DATA o CURRICULUM VITAE Tulad ng mga aplikante, kailangan sanang masusi nating pag-aralan ang kakayanan ng bawat presidentiable. Ano ang natapos nila? Ano na naging trabaho nila? Ano na nagawa nila bilang isang serbisyo publiko?","BIO-DATA or CURRICULUM VITAE Like applicants, we should carefully study the ability of each presidentiable. What did they finish? What jobs have they had? What have they done as a public service?"
Di ba nga marami sa mga job hiring ay pagandahan pa ng kanilang CV. Asahan nating ganun din dito sa mga naghahangad na maging presidente (at iba pang posisyon) Trabaho nating kilatisin ito. Sino ang maayos/matino? Sino nagpapanggap? Dito masisilayan ang kanilang kakayanan.,Don't many job hirings even beautify their CV? We should expect the same from those who aspire to be president (and other positions). It's our job to scrutinize this. Who is decent/sane? Who is pretending? This is where their ability can be seen.
PHYSICAL EXAM & DRUG TESTING Maraming aplikante ang nahihingan ng medical report na may kasamang lab tests — blood tests/urinalysis — at chest xray. Damay na rin natin ang drug testing. Ganun dapat tayo mangilatis ng presidentiables. Need natin matino at matikas. PILIpinas2022,PHYSICAL EXAM & DRUG TESTING Many applicants are asked for a medical report with lab tests included — blood tests/urinalysis — and a chest x-ray. Let's also include drug testing. That's how we should scrutinize presidentiables. We need someone sane and strong. PHVote2022
"CHARACTER REFERENCE Atin din dinidinig ang nasasabi ng mga nakasama sa trabaho, mga nakasalamuha o nagturo sa mga aplikante. Dito natin nakikita ang kanilang pagtrato sa tao, ugali sa trabaho, kakayanan na tukuyin ang mga hamon nito. Ito ay mga bagay na dapat alamin natin.","CHARACTER REFERENCE We also listen to what their co-workers, those they interacted with, or those who taught the applicants have to say. Here, we see how they treat people, their work ethic, and their ability to identify its challenges. These are things we should find out."
Bongbong Marcos negatibo umano sa cocaine; ibang kandidato handa sa drug test Halalan2022 bit.ly/3r1sIok,Bongbong Marcos allegedly tested negative for cocaine; other candidates ready for drug test Halalan2022 bit.ly/3r1sIok
"Tama na yang gimmick nyo. Nililihis nyo sa nakaw na yaman at tax evasion. Alam naman ng marami na drug addict si Bongbong Narcos. Aminado naman siya although rehabilitated na daw, pareho lang nung ibang na tukhang di ba?","Enough with your gimmick. You're diverting from the stolen wealth and tax evasion. Many already know that Bongbong Narcos is a drug addict. He admitted it, although he's supposedly rehabilitated now, just like the others who were 'tokhang-ed' (killed during drug operations), right?"
Si Leni negative din daw. Sa IQ Test.,Leni also supposedly tested negative. On the IQ Test.
epal nang mumute sa space !!!!,Annoying people muting in the space!!!!
"totoo, cno kaya? di ba","True, who could it be? Right?"
di ba ko matutulog??,Won't I sleep?
Ang ganda ganda na ni VP Leni nadikit pa sayong deputa ka. Siram mong rapaduhon Andaya. Garo ka kasta.,"VP Leni was already so beautiful, and then she got near you, you son of a bitch. May you be struck by lightning, Andaya. You're such a piece of trash."
Di ba kaibigan ni PNOY etong si Andaya?,Isn't Andaya a friend of PNOY?
POTAENAAA DI BA SET YUNG SA SG NG SVT????,"SON OF A B*TCH, ISN'T THAT SG SET FOR SVT?????"
bakit nga naman kasi pupunta ng pares retiro kung walang kapares 'di ba???? SB19 JOSHTIN,"Why would anyone go to Pares Retiro without a partner, right? SB19 JOSHTIN"
naiiyak talaga ako di ko talaga alam kung bakit naalala pa haays diba dapat di na di ba dapat okay kana self? Gabi gabi nalang haaays hanggang kailan po ba ganon huhuhue,"I'm really crying, I really don't know why I still remember. Sigh, shouldn't I be over it? Shouldn't I be okay already? Every night it's the same. Sigh, until when, huhuhue?"
"gusto q ng croomf. wala lang, gusto ko lang kiligin.","I want croomf. No reason, I just want to feel butterflies."
-2,-2
'di ba ?! feeling q hindi na aq tao wala na akong maramdaman chariz,"Right?! I feel like I'm not human anymore, I can't feel anything. Just kidding!"
omg same,"Oh my god, same."
Di ba?? HAHAHAHAHHA,Right?? HAHAHAHAHAH
Sino ba naman tayo di ba??,"Who are we anyway, right??"
hinahanda kayo para mas maging masaya at mas matibay ang pagsasama niyo kung magiging kayo man sa huli pero siguro naman di ba sila?,"You are probably being prepared for an even happier and stronger relationship if you end up together, but I guess they won't, right?"
panay videoke di ba kayo napapaos,"All you do is videoke, don't your voices get hoarse?"
"kung hindi ka po nag mnemonics pano ka po nagrereview eh di ba madami terms sa medtech? — hindi ako nagrerev, dinadasalan ko na lang haha chz. nagsusulat ako terms tapos pinakaimportant meaning nila sa yellow pad or sa memo pad ta… curiouscat.qa/vitosartoris/p…","If you don't use mnemonics, how do you review when there are so many terms in medtech? — I don't review, I just pray, haha, just kidding. I write down the terms and their most important meanings on a yellow pad or memo pad. curiouscat.qa/vitosartoris/p…"
3 am(??) Hanggang 11 lang cellphone ko,3 AM (??) My cellphone is only allowed until 11 PM.
Kawawi ka naman hazel koo,"Poor you, Hazel!"
3 am talaga?? Di ba pwedeng 5:30? Ang aga masyado papagalitan ako pag 3 am ako gumising,"Really, 3 AM?? Can't it be 5:30? It's too early, I'll get scolded if I wake up at 3 AM."
3 am daw talagaaaa HSJASNAHAHZBZ,It's really 3 AM HSJASNAHAHZBZ
hala mga bagets parang sobra frustration nyo sa inaasahan at gusto nyo mangyari. di ba ang mgt binigyan ng project na d kasama loveteam?,"Oh my, these kids seem very frustrated with what they expected and wanted to happen. Weren't the members given individual projects that weren't loveteams?"
three types of sevi's instagram stories: (1) as a manliligaw; (2) as a jowa; & (3) as an asawa to elyse,Three types of Sevi's Instagram stories: (1) as a suitor; (2) as a boyfriend; & (3) as a husband to Elyse.
"DOUBLE DATE NG ELVIARKIN WHEN IOWFBGO pero aw di ba!! kakamiss NVRFG pero no worries, feel q magpapakita sila soon sa OYE","ELVIARKIN DOUBLE DATE WHEN IOWFBGO but oh no, right!! I miss them NVRFG but no worries, I feel like they'll show up soon at OYE."
AHAHAHAHA hala :( alam mo ba kilala kita sa un... hindi sa name :'( BUEWQIFBUFGV pasensya ka na pero KAYA PALA FAMILIAR VIBES,"AHAHAHAHA oh no :(. You know, I recognize you on... not by name :'( BUEWQIFBUFGV I'm sorry but THAT'S WHY YOU SEEMED FAMILIAR"
pero hindi suspended di ba... ahu sana maretrieve :(,"But it's not suspended, right... I hope it can be retrieved :("
"“Eh, kasi sabi niya pangit daw tapos mas maganda daw ‘yung-“ then? Ibig bang sabihin nun pwede na ka agad mag conclude na dun ‘yun galing?? Di ba puwedeng fake acc na gusto lang talaga manira??","""Well, because he/she said it was ugly, and the-was better-” Then? Does that immediately mean that's where it came from?? Can't it be a fake account that just wants to destroy reputations??"
"and , the sisiw couple.","And, the chick couple."
Pano ba tunog ng sisiw bokbok din ba?,"What does a chick sound like, does it also go ""bokbok""?"
akala ko chirp chirp HAHHAHAHAH,"I thought it was ""chirp chirp"" HAHAHAHAH"
Di ba sa ibon yun?,Isn't that for birds?
hindi ba tweet tweet yonn,"Isn't it ""tweet tweet""?"
Di ko alam,I don't know.
"Pumunta ako kanina sa iStudio kasi bibili sana ‘ko earpods kasi mapuputol na yung luma ko, wala na daw sila stock. Then pumunta naman ako sa Rustans kasi gusto ko bumili ng Tartine et Chocolat na pabango, wala rin stock. Edi mabuti di ba? Di ako napagastos.","I went to iStudio earlier because I was going to buy earpods because my old ones are about to break, but they said they were out of stock. Then I went to Rustans because I wanted to buy Tartine et Chocolat perfume, but they were also out of stock. Well isn't that great? I didn't spend any money."
Why do people mind other peoples business? Di ba kayo mahal ng mama niyo?,Why do people mind other people's business? Weren't you loved by your mothers?
gusto ko ng bagong card sleeves (popcorn siguro...) dahil pvc 'yong binder sleeves ng carat binfer di ba... at wala na akong pera *umiyak*,"I want new card sleeves (maybe popcorn...) because my carat binder sleeves are made of PVC, right... and I have no money. *cries*"
"kung mamatay man ako while on-duty service, malalaman kaya dito? random thought lang","If I die while on duty, will it be known here, I wonder? Just a random thought."
Pabilin mo sa kapated or pinsan mo beh mala fb ba beh,"Have your sibling or cousin send it for you, like on Facebook, dear."
ahh di ko na kelangan yan pag patay na beh. Deds na nga clout chasing pa den? Hahahaha. Pag di na ko nagparamdam na walang paalam malamang himlay na ko non,"Ah, I won't need that when I'm dead, dear. Already dead and still clout chasing? Hahahaha. If I suddenly disappear without saying goodbye, I'm probably already lying in state."
Wait lang nataea ako sa patay na cloutchasing paren HAHAHAHAHAH. Di ba pwede naban lang acct beh pero ingat lage sa work papz,"Wait, I laughed at the dead person clout chasing. HAHAHAHAHAH. Couldn't your account just be banned, dear, but please always be careful at work."
di ako mababan dito beh sa bait kong to hahahahha unless may ituro ka saken na aawayin ko. ingat naman lagi pero pag sinumpaang tungkulin ay ready naman ako worst case scenario,"I won't get banned here, dear, I'm so nice hahahahaha unless you point out someone for me to fight with. Always be careful, but when duty calls, I'm ready for the worst-case scenario."
uu nga beh parang sa matatapang lang ung workiez mo eh kun ako yan baka una nakong nahimatay sa takot HHAHAHAHA,"Yeah, dear, it seems like your work is only for the brave ones. If I were you, I would have fainted from fear first HAHAHAHAHA."
ako lang ba yung may boss na tumatawag pa din after office hours or weekends???,Is it just me who has a boss who still calls after office hours or on weekends???
huuuy. bakit naman ganun? di ba uso pahinga sa boss mo? i had one head na ganyan din before pero buti na lang retired na sya.,"Hey. Why is it like that? Doesn't your boss know how to rest? I had a boss like that before, but luckily, she's retired now."
Di ba pwede ipost yun? Icrop lang? Skssksks :(((,Can't that be posted? Just crop it? Skssksks :((((
Pede palaKskskskkks,It can be done PalaKskskskkks
gyu i-post mo yan ah di ba pwede sige,"Gyu, post that, right, it can be done, go ahead."
Bakit kasi pinapatos pa iyong matanda ulyanin na di ba — move on na lang tayo we need to do what we should do ok - we need to look fwd for the better future of our country - basta ako bbm for president,"Why give attention to that old, senile person, right? Just move on. We need to do what we should do, okay? We need to look forward to a better future for our country. Anyway, I'm for BBM for president."
inang mga tigyawat to ayaw ako iwan what's the deal,These damn pimples don't want to leave me. What's the deal?
di ba pwedeng maganda nalang kahit stressed at depressed,Can't I just be beautiful even when stressed and depressed?
Hahaha ako to maganda kahit stressed at depressed,"That's me, beautiful even when stressed and depressed."
Mdidically uvithikile namagolo abomarhosha in hillbrow have nothing on your as* Now keep my name out of your TL and allow my wet h*rny self to continue getting engagements on my TL. Asbonge!!,Mdidically uvithikile namagolo abomarhosha in hillbrow have nothing on your as*. Now keep my name out of your TL and allow my wet h*rny self to continue getting engagements on my TL. Asbonge!!
Swanetse re romele Ngaka di ba roke,Swanetse re romele Ngaka di ba roke
Di naman siguro masamang umaasa na may hahabol bag mag Pasko di ba? May 32 days pa naman rh. HAHAHAHA,"It's not bad to hope that someone will pursue you before Christmas, right? There are still 32 days rh. HAHAHAHA"
Sir: Kaya nga kayo pumasok dito kasi matapang kayo di'ba? Normal lang yung sa una dahil bago kayo eh mapapaglaruan kayo pero part yun. Nakaka speechless ka Sir. Parang mali ata pinasok ko? Lol hahahaha,"Sir: That's why you entered here because you're brave, right? It's normal at first because you're new, and you'll be fooled around with, but that's part of it. You're speechless, Sir. Seems like I chose the wrong thing? Lol hahahaha"
"Presidential aspirant Bongbong Marcos, in an interview with Anthony Taberna, says he took a drug test in a hospital and gave the negative test result to PDEA this morning. This comes after President Duterte alleged that an unnamed candidate is using cocaine. TheFilipinoVotes","Presidential aspirant Bongbong Marcos, in an interview with Anthony Taberna, says he took a drug test in a hospital and gave the negative test result to PDEA this morning. This comes after President Duterte alleged that an unnamed candidate is using cocaine. TheFilipinoVotes"
BBM speaks up on Duterte’s ‘blind item’ that a presidential aspirant is a cocaine user. TheFilipinoVotes |,BBM speaks up on Duterte’s ‘blind item’ that a presidential aspirant is a cocaine user. TheFilipinoVotes |
"LOOK: Bongbong Marcos’ chief-of-staff Atty. Vic Rodriguez submits the presidential aspirant’s negative drug test result to the National Bureau of Investigation, Philippine Drug Enforcement Agency |","LOOK: Bongbong Marcos’ chief-of-staff Atty. Vic Rodriguez submits the presidential aspirant’s negative drug test result to the National Bureau of Investigation, Philippine Drug Enforcement Agency |"
LOOK: Bongbong Marcos also took shabu and marijuana drug tests last November 10 as a requirement for him to get a permit to carry firearms outside residence. His results are negative | Marcos Media Bureau,LOOK: Bongbong Marcos also took shabu and marijuana drug tests last November 10 as a requirement for him to get a permit to carry firearms outside residence. His results are negative | Marcos Media Bureau
