src,tgt
di ba akoy tao lang na nadadarang at natutukso rin maiaalis mo ba sa kin na matutuhan kang mahalin sa bawat sandaling hiram natin.,Am I not just a human who is tempted and seduced? Can you take away from me the ability to learn to love you in every borrowed moment we have?
"grabe, wala pa yung cgo?","Wow, the CGO isn't here yet?"
ksksksksksks di ba pwedeng 2022 nalang? chz,Can't it just be 2022? Just kidding.
ang walang kwenta talaga ng mga live tweets ko hahaha,My live tweets are really worthless hahaha.
if your comrades have different political viewpoint from you hindi mo talaga pwd iinsists yong sa iyo. josh telling that shows respect to other members. that tricky question expecting a concrete answer are some artists pitfalls.,"If your comrades have different political viewpoints from you, you really can't insist on yours. Josh telling that shows respect to other members. That tricky question expecting a concrete answer are some artists pitfalls."
sobrang humble talaga ni ison kaya ang tino kausap,"Ison is really so humble, that's why he's good to talk to."
"kaya naman may ibang activities din? or kami lang ba blind? also, di ba nag caravan din si ka leody?","So, are there other activities? Or are we just blind? Also, didn't Ka Leody do a caravan too?"
amp umuuwi ka talaga kapag kakatulog ko lang eh noh!!! pero i miss u 333,"Ugh, you really go home when I've just fallen asleep, don't you!!! But I miss you 333."
ang funny talaga kiligin ni won,Won is so funny when he's giddy.
may problema ba tayo ha kim namjoon???!??,"Do we have a problem, Kim Namjoon??!?!"
ang lapad ng likod!,His back is so broad!
aparador levels na sya,He's at wardrobe levels now.
biglang nag bulk up di ba? katuwa!,"He suddenly bulked up, right? How cute!"
lakas talaga ng chemistry ng dalawang to may naalala akong hindi din mapaghiwalay nung chanacc days,These two have such strong chemistry. It reminds me of those who couldn't be separated during the Chanacc days.
lang ang peg nila,[Unclear reference] is what they're going for.
di ba parang si sam si f tas si aly si d,Isn't Sam like F and Aly like D?
"true,since nag umpisa pbb 10 and nakita ko sila fd lagi kong nakikita sa kanila uyy","True, since PBB 10 started and I saw FD, I always see [comparison reference] in them huh."
"yung 6,500 nasa cash in bank lang pala di pa nagpakita, pinatagal pa siraulo talaga","The 6,500 was apparently just in cash in bank and hadn't shown up yet; they prolonged it, really a crazy person."
magdadabog talaga ako kapag nakatululog ako tapos hindi nagising mamayang 600 am.,I'm really going to throw a tantrum if I fall asleep and don't wake up at 6:00 AM later.
lost interest in grammys long time ago lol that award show is rigged now more than ever,Lost interest in the Grammys a long time ago. That award show is rigged now more than ever.
theyre just the mananalo pag in and popular they arent the same grammy na tlga hahahha,They're just the ones who will win if they are 'in' and popular; they aren't the same Grammys anymore hahaha.
totoo madzam popularity contest na rin siya,"It's true, popularity contest now too."
di ba wla na ung music critic eh. kya umay na dn panuorin hahaahah,Isn't the music critic gone already? That's why it's also annoying to watch hahahaahah.
ayyy di ba? charot,"Oh, right? Just kidding."
letseng yan kasalanan ko pa pinagsabihan lang naman kita di ba naman natingin sa camera,"Damn it, it's my fault even though I only told you off that you weren't looking at the camera."
wasakan ng speaker talaga pag dating ng december 1,Speakers will really be going to the limit when December 1st rolls around.
"yung day 1 di ko talaga mapapanood kasi nightshift ako delikado na if umabsent ako ieenjoy ko nalang yung day 2, pero sana bigay narin ni popc mga ticket na nanalo sa pa ga niya",I really can't watch day 1 because I'm on night shift; it's risky if I'm absent. I'll just enjoy day 2. But I hope Popc will give away the tickets that were won in his giveaway too.
dreamyk... sa tuwa niya kay maymay ginawa pa talaga niya ng damit,"Dreamyk... because of her happiness for Maymay, she even made clothes for her."
"nakakatuwa blog nia lage q pinapanood, kahit video ng , nakakainis lang pati cia sinasabihan ng fake news ng mga basher ni dodong para siraan","Her blog is fun, I always watch it, even videos of [reference]. It's just annoying that they even call her fake news, those Dodong bashers, in order to slander [target]."
buti bhe at sinagot mo...,"Good thing, dear, that you replied..."
di ba nasakote dahil sa drugs kapatid nya?,Wasn't her sibling caught because of drugs?
"wait, di ba ang st. lukes ay nasa barangay fort bonifacio?","Wait, isn't St. Luke's located in Barangay Fort Bonifacio?"
"no such physician named ma. cecilia lim. even tried, ma. cecilia fernandez incase the doctors maiden name was used in her license and was not yet updated after marriage. pati doctor fake. the slmc should call this out.",There's no physician named Ma. Cecilia Lim. I even tried looking for Ma. Cecilia Fernandez in case the doctor's maiden name was used on her license and hadn't been updated after her marriage. The doctor is fake. St. Luke's Medical Center should call this out.
may umappear na name sa isang website. siya kaya yan? baka hindi pa updated license ni doktora? lol,A name is appearing on a website. Could that be her? Maybe the doctor's license isn't updated yet? Lol.
never knew college applications would be thiss hard i j wanna cri,I never knew college applications would be this hard. I just want to cry.
diba shshshsh andaming documents kailangan tapos andaming babayaran like di ba pwedeng enroll nalang agad,Isn't it annoying how many documents are needed and how much you have to pay? Can't we just enroll immediately?
gawain ni struggail bumabalik na sa kanya tt quincy with john adajar,Struggail's actions are coming back to haunt her with Quincy and John Adajar.
di ba we learn from her quincy with john adajar,Don't we learn from her? Quincy with John Adajar.
tamah walang maleh ms. quincy,"That's right, Ms. Quincy did nothing wrong."
dasurvvv ko naman to di ba? di ba? hahaha,Don't I deserve this? Don't I? Hahaha.
jay uwi ka kay mhie tine,"Jay, go home to Mother Tine."
puyat ka talaga kakarefresh,You're really staying up late constantly refreshing.
di ba sapat na bias ko si wonwoo pumapapel literally and figuratively pa tong si jeonghan lately,Isn't Wonwoo enough as my bias? But Jeonghan is literally and figuratively trying to get attention lately.
bakit di available sa taguig yung chicknwich?????? di ba kami part ng mega manila???,Why isn't the Chicknwich available in Taguig? Aren't we part of Metro Manila?
the homophobia eme,"The homophobia, lol."
look atty. vic rodriguez submits drug test result of former senator and presidential aspirant ferdinand bongbong marcos jr. to law enforcement agencies. rodriguez said marcos tested negative for illegal drug use. via photo marcos jr.s camp,"Look, Atty. Vic Rodriguez submits the drug test result of former Senator and presidential aspirant Ferdinand Bongbong Marcos Jr. to law enforcement agencies. Rodriguez said Marcos tested negative for illegal drug use. (via photo from Marcos Jr.'s camp)"
"sa history nito ng pagsisinungaling about sa info.. medj di ako tiwala.. u want trust? do it with pdea, in public and not just by simply submitting so called negative result.. dont us","Given his history of lying about information, I'm a bit distrustful. If you want trust, do it with the PDEA, in public, and not just by simply submitting a so-called negative result. Don't fool us."
ang demanding ah!,So demanding!
"sensiya na.. nadala lang kami sa kasinungalingan nito.. pero kung totoo man, edi nice, nagsisinungaling lang pala si tatay d.. haysts.. tatay talaga oh.","Sorry, we were just caught up in his lies. But if it's true, then nice, Tatay D is just lying after all. Sigh... That's just Tatay."
goodnight na talaga leg8 pa sa leg8!!!,Really goodnight now! Leg 8 to the leg 8!!!
crab mentality forever. hayy now i want ej to find another nation to represent. nakakaloka ang pilipinas,"Crab mentality forever. Ugh, now I want EJ to find another nation to represent. The Philippines is unbelievable."
tapos pag nanalo mga credit grabbers hahaha. pinoy pride ‍,"Then when they win, the credit grabbers come out. Pinoy pride... *eyeroll emoji*"
"sobrang totoo. nakakaloka. sali pa niyang federation ang nagsasabi nang ganyan. gugustuhin mo nalang mag retire. sayang sacrifies niya sa abroad, magisa pa siya. tapos may accusations pa sa pera. jusq. kahit kailan","So true. Unbelievable. And the federation is saying things like that. It makes you just want to retire. All his sacrifices abroad wasted, and he's all alone. And then there are accusations about money. Geez. As always."
di ba parang ginawa nila kay wesley so nakakaloka basta hinalo talaga sports sa politika eto labas eh. hindi na natuto wala man lang pagbabago,"It's like what they did to Wesley So. It's unbelievable how sports mixed with politics leads to this. They haven't learned, there's no change at all."
oo. baka naman kasi may ibang pinupush yung president ng fed. lol. usually ganyan. wala nagbago. kaya ganun pa din mga athletes. subpar. lol,"Yeah, maybe the president of the federation is pushing someone else. Lol. It's usually like that. Nothing's changed. That's why the athletes are still subpar. Lol."
kaya di ka na magtataka kung mag retire or piliin ibang bansa eh,That's why you wouldn't be surprised if they retire or choose another country.
"aaaaa 3 days nalangg baka nga di ko talaga deserve. ang mahalaga mahal ko kayo palagi,","Aaaa, only 3 days left. Maybe I really don't deserve it. What's important is that I will always love you all."
two hours pa lang ba talaga sa work?,Has it really only been two hours at work?
grabeeeeeee huhuhu paurong talaga tumanda,"Unbelievable, aging in reverse is real."
"one of the biggest lesson ive learned this 2021 talaga is that no matter how you planned your life, if its not gods will then it will never happen.","One of the biggest lessons I've learned this 2021 is that no matter how you plan your life, if it's not God's will, then it will never happen."
sobrang nakaka frustrate mag back to zero. but i guess thats the time where you should fully surrender everything na lang talaga. focus on what you can control and what is in front of you bcos thats the only real thing in your life.,It's so frustrating to go back to zero. But I guess that's the time when you should just fully surrender everything. Focus on what you can control and what is in front of you because that's the only real thing in your life.
"instead of worrying too much abt your future, you can focus on doing better. take it easy, girl. one step at a time.","Instead of worrying too much about your future, you can focus on doing better. Take it easy, girl. One step at a time."
hirap talaga magutom ng madaling araw. hahahaha,It's really hard to be hungry in the early morning. Hahaha.
hala nag change talaga sya hahahahahahaahha yey triplets na tayo,"Oh my god, she really changed it! Hahahahahaha yay, we're triplets now!"
sa nagkalat na 3am daw yung show ! hindi na ako nakatulog ! dm moko mag usap tayo !,To those spreading rumors that the show is at 3 AM! I couldn't sleep! DM me so we can talk!
uno ang alam ko dika talaga natutulog tiktik kaba?,"Uno, knowing you, you really don't sleep. Are you an aswang (Philippine mythical creature)?"
ror ror ror hahahaahahahahahahahahahahahahahahahaha mygosh uno and sunny,"ROR ROR ROR hahahaahahahahahahahahahahahahahahahaha my gosh, Uno and Sunny."
dahil ba sa dn nya tapos un ko? hhaahahahahaha akala din ng iba iisa lang kami ni sunny pero hindi talaga,"Is it because of her DN (display name) and Uno's? Hhaahahahahaha some people also think Sunny and I are the same person, but we're really not."
pero tbh friends kami ni sunny irl active lang talaga kami masyado dito sa twtr di kami nag uusap sa messenger hahahahahaha,"But tbh, Sunny and I are friends irl. We're just really active here on Twitter. We don't talk on Messenger hahahahahaha."
tell them the truth ang mga bata ang nagssuffer sa issue ni tj!! kung concern talaga kayo sa mental health nila gawin niyo ang tama.,"Tell them the truth! The children are suffering because of TJ's issue!! If you're really concerned about their mental health, do the right thing."
what was my layout when we became moots?,What was my layout when we became mutuals?
hala i mean 1st ate,"Oh my god, I mean 1st ate (older sister)."
ano ba nkalagay? di ba 1st yun?,What was written? Wasn't it 1st?
2st ate typooo,"2st ate, typo."
hahahaha d ko nkita yung 2 po,Hahahaha. I didn't see the 2.
ur my fav notif,You're my favorite notification.
ayaw ko nga imention si baka isipin ni para sa kanya to eh di ba hindi naman para sayo to,"I don't want to mention B because she might think this is for her, but it's not for you."
"presidential bet bongbong marcos says he has undergone a drug test, submitted results to pdea following blind item of president duterte on an alleged cocaine user among presidential candidates",Presidential bet Bongbong Marcos says he has undergone a drug test and submitted results to PDEA following a blind item from President Duterte about an alleged cocaine user among presidential candidates.
nagbigay ng resulta tapos maraming hindi naniniwala? di ba masama yung wala pang ebidensya at di alam ang totoong nangyare masama na kaagad ang naiisip mo dun sa tao?,"He gave the results, and many don't believe it? Isn't it worse to think bad things about the person when there's no evidence and you don't know what really happened?"
pogi mo talaga vjvjvjvjv,"You're so handsome, VJ."
ilalayag na yan kasi genuine ang kychie di ba? mas masaya at masarap mag support sa totoo keysa sa kilig yan,"That ship is sailing because Kychie is genuine, right? It's happier and more fulfilling to support something real than just something 'kilig'. "
di talaga uso sa kanya ang joke noh. rold when?,"He really doesn't get jokes, does he? When will he ever?"
be a preschool teacher for a day,Be a preschool teacher for a day.
di ba!!! i believe hell be a sweet teacher,Right?! I believe he'd be a sweet teacher.
awww sino ang may yate so far what i know is pacman eh if pacman he is an international boxer di ba before the game start may drug test pa like those athletes noh.so na balita na sana if si pacman. well at least bbm is cleared so no worries.,"Awww, who owns a yacht? So far, what I know is Pacman. If it's Pacman, he's an international boxer, right? Before the game starts, there's even a drug test like those athletes. So, it would have been reported if it were Pacman. Well, at least BBM is cleared, so no worries."
cnu naman kilala dawdahil sa father lang?,Who is known because of their father alone?
"yung iba nagngangawa pa sa media, anytime anywhere daw magdrug test, yung iba nagpamedia pa. pero si bbm tahimik lang, walang media but he gets things done! classy answer to cheap blind items.","Some are still whining on media, saying they're willing to take a drug test anytime, anywhere, and even use media to announce it. But BBM is just silent, no media, but he gets things done! A classy answer to cheap blind items."
perfect example talaga sya to many pilipino. yung level ng discipline and intelligence sarap gayahin. action speaks louder than words talaga. man of action.,He's truly a perfect example to many Filipinos. The level of discipline and intelligence is something to emulate. Actions really speak louder than words. A man of action.
teka soft hours muna ako kay kasi you can clearly see how successful he is. his fingers are in so many pies and yet he excels in everything he does. lagi pang naglelevel up performances niya. pero yung perf niya sa bitz kitang kita yung doubts niya sa sarili niya.,"Wait, let me be soft for a moment because you can clearly see how successful he is. He has his fingers in so many pies and yet he excels in everything he does. His performances are always leveling up. But in Bitz, you can clearly see his self-doubts."
"i know hes only human and may selfdoubts talaga tayo kahit gano pa tayo kasuccessful. pero it only goes to show how humble he is. kahit gaano mo idoubt sarili mo, jah, andito lang kaming mga mais mo. labyu","I know he's only human and we really have self-doubts no matter how successful we are. But it only goes to show how humble he is. No matter how much you doubt yourself, Jah, we, your corn (fans), are just here. Love you."
kinilig ako nung nagintroduce ako sa batch namin tas fun fact ko atin ako ito yung chinat ng batchmates ko. huhu face of ppop na talaga kayo !!!,"I was so thrilled when I introduced myself to our batch, and my fun fact was, 'It's me,' this is what my batchmates chatted. Huhu, you guys are really the face of P-pop!!!"
tas naka what? hoodie pa ako that time tas nung tinawag ako may nagchat agad ng atin!,"And I was wearing what? A hoodie that time, and when I was called, someone immediately chatted, 'It's (you)!'"
gusto kong magkaroon ng electric guitar pero sino ba naman ako para magkaroon nun di ba,"I want to have an electric guitar, but who am I to have one, right?"
kunwari natulog pero pumikit lang talaga,"Pretending to sleep, but really just closed my eyes."
"okay, ill def buy seasons greetings","Okay, I'll definitely buy Seasons Greetings."
mami paampon po hahaha,"Mom, please adopt me, hahaha."
penge rin ako pambili hahaha,"Give me money to buy one too, hahaha."
mas marami ka pang pera kesa sakin eh,You have more money than me.
hahaha di ko sure maa. bangon muna ako sa kahirapan chos haha new start pa lang so hindi pa hahahaha sana talaga dumami in the future di ba,"Hahaha, I'm not sure, Mom. I need to rise from poverty first, just kidding, haha. It's just a new start, so not yet, hahaha. Hopefully, it will increase in the future, right?"
ilang beses konang inulit ang trailer ang ganda talaga hindi nakakasawa iba talaga pag sethdrea,I've replayed the trailer so many times; it's really beautiful and never gets old. SethDrea is just different.
also received my pasabuyss from madam kei! ngl kinilig ako dun sa mahagrid and pawsitive influencer pwede na kami magtwinning ni yklk hahahah salamatttt !! sa susunod ulit,"Also received my *pasabuys* from Madam Kei! NGL, I was thrilled with the Mahagrid and Pawsitive Influencer; YKLK and I can now be twinning, hahahah. Thank you!!! Until next time."
"yung nagpa rt lang talaga sya ng pawsitive influencer tapos ako,,","She only retweeted the Pawsitive Influencer, and me..."
ang nasabi ko na lang talaga ay true ba? binili ko ung naka top loader dko alam ganon pala ung makukuha ko sa inorder ko hahahahahahaa hay baka naman trade sa wd ni yk hahahaa,"All I could say was, 'Is it true?' I bought the one with a top loader; I didn't know that's what I'd get from my order, hahahahahaha. Maybe I can trade it for YK's WD, hahaha."
kamiss kumarat. kalat. eme,I miss being wild and carefree. Just kidding.
iba din talaga to !,This is really something else!
nakakaiyak nalang talaga oh,It's just making me want to cry.
"for me,i think i deserve dis ticket kase po im really trying my best para pagsabayin yung studies at the same time pagffangirling ko sa esbi.mahirap pero kaya!and gusto kopo kase talaga makapanood ng ourzone concert","For me, I think I deserve this ticket because I'm really trying my best to balance my studies and fangirling over SB19. It's difficult but I can do it! And I really want to watch the Our Zone concert."
bakit ang daming binibigay na peta gagi di ba nila alam na busy ako sa enhypen,"Why are they giving so many PETAs (school work), geez, don't they know I'm busy with Enhypen?"
drop for a direct. will do it later on my study break.,Drop a like for a direct message. Will do it later on my study break.
"hello, ten. sana may sumuyo na sayo hahaha. isa ka sa mga funny mutuals ko dito. hope we become close friends din because you seem nice. see you around","Hello, Ten. I hope someone already courts you, hahaha. You're one of my funny mutuals here. Hope we become close friends too because you seem nice. See you around."
"oo sige friends na talaga tayo kaya makikiinteract ako sayo palagi haha. see you around, lodi!","Okay, sure, we're really friends, so I'll interact with you often, haha. See you around, idol!"
deseeerve mo ang mundo ang galing galing talaga so fucking proud of youuuuu,"You deserve the world; you're really, really good. So freaking proud of you!"
"haba ng buhok ni ati. top mc, top actor and top singer. top, top, toppp!!!","Ati is so lucky. Top MC, top actor, and top singer. Top, top, toppp!!!"
eto talaga yon hahahahahaga tayo,"This is really it! Hahahaha, us."
di ba 49 lang to dati? pano ung nakapagbayad na?,Wasn't this only 49 before? What about those who already paid?
magalit kayo kung sinadya namin pero sinadya ba talaga namin?,"You can get mad if we did it on purpose, but did we really do it on purpose?"
"to be honest, kinikilig ako sa interactions nila pero since alam ko naman na naset na yung boundary, wala ng malisya sa akin kulitan nila. and if nakilala talaga nila si anji, they would know na normal anji yun. tingnan nyo nga sarili niyo sa salamin bago kayo sumatsat.","To be honest, I'm thrilled with their interactions, but since I know the boundary has been set, there's no malice in their teasing. And if they really knew Anji, they would know that's the normal Anji. Look at yourselves in the mirror before you criticize."
dito talaga ako iiyak.,This is where I'm really going to cry.
promise nakakabaliw at masasanay ka rin na minsan lang magka update from the boys hahahahaha,"I promise, it's crazy, and you'll also get used to only getting updates from the boys once in a while, hahahahaha."
samedt feelsssss huhuhuhuhu. best year talaga nung 2018 huhuhuhuhu,"Same feels, huhuhuhuhu. 2018 was really the best year, huhuhuhuhu."
istg im gonna cry talaga huhuhu aaaaaaaaaa,"I swear I'm really gonna cry, huhuhu, aaaaaaaaaaa."
buti nalang talaga bumaba na ang bp ni nanay susko,"Good thing Nanay's blood pressure has gone down, goodness."
"and i cant believe it, first time??? a blasphemy to their former works, i swear!!!","And I can't believe it, first time??? A blasphemy to their former works, I swear!!!"
not really. walang kwenta talaga us music awards in the 70s lol,Not really. The US Music Awards in the 70s really sucked lol.
sa inggit lang talaga ako mamamatay,I'm really going to die of envy.
mapapa praise god ka talaga at 940 sleeping na ang kambal,You'll really praise God because the twins are already sleeping at 9:40.
what if si tae yung laman ng last sealed na stbo mots br ko,What if Tae is the one in the last sealed STBO MOTS BR I have?
what if mine po chz,"What if it's mine, just kidding."
what if lng nmn di ba sure,"What if, just what if, right? No guarantees."
di ba kayo lulubog? buti naman,Aren't you guys going to be submerged (drown in problems)? Good thing.
hindi pa rin talaga ako ready noh?,"I'm really still not ready, am I?"
i love this conyo jared since day 1 talaga,"I've loved this ""conyo"" Jared since day one, really."
pag si minjeong aotm jusq mamamatai na talaga ako,"If Minjeong wins Artist of the Month, I swear I'm going to die."
uu. pero minsan ginagamit ko parin iphone ko kasi buhay pa naman pero lapit na talaga sha mag give up sayout.mesaypausibol,"Yeah. But sometimes, I still use my iPhone because it's still working, but it's really about to give up, if you know what I mean."
sabi ko sa inyo eh walang pasok sa thursday lakas talaga ng pangamoy ko kapag walang pasok nyarm,"I told you all, there's no class on Thursday. My sense is always right when it comes to class suspensions. Hehe."
ang gulo talaga sa totoo lang but your heart still saying ok lang.,"It's really confusing, to be honest, but your heart is still saying it's okay."
"media is obviously unfair about bbm and duterte, halatang they were controlled by oligarchs.",The media is obviously unfair about BBM and Duterte; it's clear they were controlled by oligarchs.
kaya pala si batugan back to war on drugs bbm and inaasikaso!!,So that's why Batugan is back to the war on drugs under BBM and is managing it!!
pero pag ganito ba kandidato mo ikaw na matalino?. nagtatanong lang!,"But if your candidate is like this, does that make you smart? Just asking!"
"hmmnnnnn...... haist.... akala ko talaga nanununog ka. ayaw mo nyang meme ko ha. sige, bigyan pa kita ng iba. pwede na ba yan sa panlasa mo??","Hmm... Sigh... I really thought you were an arsonist! You don't like my meme, huh? Fine, I'll give you another one. Is that more to your liking??"
"talagang sinabi eh,leni leave na","It was really said, Leni should leave now."
witweeeeew! dapat matagal na.,Woo-hoo! It should have been a long time ago.
mali ang mga intelligence mo po tatay digs .. love u po wala ng iba p,"Your intelligence is wrong, Daddy Digs... Love you, and no one else."
nagsupsup na naman si boy adik,"""Boy Addict"" is using again."
"kaya nga sabi ni pres. duterte dati di ba??mga estupido mga yan kasi madaling magpapaniwala sa mga pakagat nya. alam mo na, bobo is life ang motto nila. kaya nga pati kandidato nila pambansang obob eh.","That's what President Duterte said before, right? They're so stupid because they easily believe his bait. You know, stupid is life is their motto. That's why even their candidate is nationally stupid."
happy birthday sorry talaga nakatulog ako di ko nagawa yung balak ko na batiin ka ng 12 sorry....,"Happy birthday, I'm so sorry I fell asleep and wasn't able to greet you at 12 as planned, sorry..."
ayoko na talaga maginom aa,I really don't want to drink anymore.
di ba talaga hawig???,Don't they really look alike???
omg i feel guilty talaga,"Oh my God, I feel so guilty."
my october month is full of blessings like god is so good talaga huhu,"My October month is full of blessings; God is so good, really!"
di ko pa talaga kagrasp mga concepts,I still don't really grasp the concepts.
especially module 5,Especially module 5.
oh talaga so mas magaling pa kayo sa nbi at pdea wow hahahahah lol di niyo lang tanggap na talo kayo e,"Oh really? So you're better than the NBI and PDEA? Wow, haha, lol. You're just not accepting that you lost."
"president rodrigo dutertes disclosure that wealthy people get away with doing illegal drugs in yachts and airplanes does not mean that the duterte administration is sparing the rich in its bloody antidrug war, the palace said tuesday. gmanetwork.comnewstopstori","President Rodrigo Duterte's disclosure that wealthy people get away with doing illegal drugs in yachts and airplanes does not mean that the Duterte administration is sparing the rich in its bloody antidrug war, the palace said tuesday. gmanetwork.comnewstopstori"
di ba somewhere sa davao pa nga daw nangyayari yun????,Isn't it supposedly happening somewhere in Davao????
i need to sleep na talaga kahit dipa aq antok haha goodmornighttttttt!!!!!!!!,"I really need to sleep now even if I'm not sleepy, haha. Good morning/good night!!!!!!!!"
true ganda kaya ng template ng st. lukes for test results and yes always may colored logo,"True, the template of St. Luke's for test results is so nice, and yes, it always has a colored logo."
bobo ka talaga wala ka alam,You're really stupid; you don't know anything.
tangina thomas ikaw talaga ang laman ng puso ko,"Damn, Thomas, you're really the one in my heart."
tapos si yuki yung blood,And Yuki is the blood.
"when seconds after sunset said iba talaga, pag ikaw ang kasama sa mundong nakakapagod, ikaw ang aking pahinga malaman mo sanang mahal parin kita",When Seconds After Sunset said it's really different when I'm with you in this tiring world; you are my rest; I hope you know I still love you.
ang ganda mo talaga tanginaaa,"You're so beautiful, damn it!"
ahem. i want this. huhuhu.,Ahem. I want this. Huhuhu.
di ba meron ka na?,Don't you already have one?
not this one that says all kyungsoo lovers club!,Not this one that says All Kyungsoo Lovers Club!
oh shoot hindi ko nabasa ahahha,"Oh shoot, I didn't read that, haha."
ang sakit na ng pangga ko eve tama na,"My 'pangga' (sweetheart) is already hurting, Eve, stop it."
di ba pwedeng ung softie shua nlng,Can't we just have the softie Shua?
itulog mo nlng yan eve,"Just sleep it off, Eve."
pumunta lang talaga kami sa okada para mag kape,We really just went to Okada to have coffee.
ayy gagi di ba pwde shes doing great and may namimiss din? ano to,"Oh my God, can't she be doing great and also missing someone? What is this?"
its like saying that st. lukes medical center is not an accredited drug testing center. baka magalit sa iyo ang pathology department ng st. lukes.,It's like saying that St. Luke's Medical Center is not an accredited drug testing center. The pathology department of St. Luke's might get mad at you.
ang opinyon ko ms p sna sa pdea nagpdrug test si bbm. ksi ang purpose ng test nya is to prove that he is not a drug user. sa akin lng walang mas mainam na venue ng drug test kundi sa ahensya ng govt na naghandle ng drugs.,"My opinion, Ms. P, is that BBM should have taken the drug test at PDEA. Because the purpose of his test is to prove that he is not a drug user. For me, there's no better venue for a drug test than at a government agency that handles drugs."
hospitals conduct drug testing na requirement when you get licenses from pdea. but not all hospitals are accredited tapos nakalink din yun sa doh and pdea di ba nagpaparandom drug test nga din.,"Hospitals conduct drug testing as a requirement when you get licenses from PDEA. But not all hospitals are accredited, and that's also linked to DOH and PDEA, right? They even do random drug tests."
its not the hospitals integrity and credibility thats in question. its not either the accuracy of the test result but it is the chance that a patient coming from a wealthy and influential family connived with the hospital staff to rig the result of the test.,"It's not the hospital's integrity and credibility that's in question. It's not either the accuracy of the test result, but it is the chance that a patient coming from a wealthy and influential family connived with the hospital staff to rig the result of the test."
gusto ko talaga siya kausapin,I really want to talk to him/her.
nakakahiya sila sobrang babaw talaga,They're embarrassing; they're so shallow.
kinilig raw ako kanina. bat di ba halata?,"Apparently, I was giddy earlier. Isn't it obvious?"
bat ganon sobrang saya ng mga bata kanina pero tangina diko talaga kayang sumabay sa saya habang malungkot ako,"Why is it that the kids were so happy earlier, but damn, I really can't join in the happiness while I'm sad?"
halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa,"Almost all of my parcels have arrived, but the one I'm really waiting for still hasn't arrived until now."
tama naman di ba laura este lola,"That's right, isn't it, Laura, or should I say, Grandma?"
morning mga aswang...ano nanngyari s usapan ntin ha...ngka linawan tlga tau....hahaha... deanna wong,"Good morning, you monsters... What happened to our agreement? We really need a clarification, hahaha. Deanna Wong."
bagsak kung bagsak hahaha,"If I fail, then I fail, hahaha."
ate hazel baka naman palagay ng dt deanna wong,"Ate Hazel, maybe you could put Deanna Wong on the guest list."
sorry na bebe antok pa ksi deanna wong,"I'm sorry, baby, I'm still sleepy, Deanna Wong."
matulog ka kase haha . deanna wong,"You should go to sleep, haha. Deanna Wong."
sbi nga nila mapapagod peo nd susuko hahha anu connect,"As they say, you might get tired, but don't give up, hahaha..what's the connection?"
hmmm ate hazel haha deanna wong,"Hmmm, Ate Hazel, haha. Deanna Wong."
wag tawa admin rufa ambag deanna wong,"Don't laugh, admin Rufa, contribute something, Deanna Wong."
kanina na ako umambag saan ka kasi kanina deanna wong,"I already contributed earlier, where were you earlier, Deanna Wong?"
nd ako ginising mg mga aswang eh,The monsters didn't wake me up.
admin rufa si dela cruz ohh wla sia dt deanna wong,"Admin Rufa, Dela Cruz is here, oh. She's not here, Deanna Wong."
sumbong naman to kala mo bata lang deanna wong,"Such a tattletale, acting like a child, Deanna Wong."
parang si angie ba ? parang grade one doc hahaha.. deanna wong,"Like Angie? Like a first grader, Doc, hahaha.. Deanna Wong."
ohh bat nasali ako sa usapan nyo hahaha kayo2 lang walang damayan hahaha deanna wong,"Ohh, why am I included in your conversation, hahaha? Just you guys, no helping each other, hahaha. Deanna Wong."
ay iba angie sge mag mute ka ng notifications mo mag sisi ka pag nahuli ka snabi ko sau nd na mbblik ang ngyri na deanna wong,"Oh, Angie is different; go ahead and mute your notifications. You'll regret it when you get caught. I told you, what's done is done, Deanna Wong."
wala naman kasi akong alam sa topic nyu . kaya tamang basa lang ako di pag sumingit ako na wala akong alam di sinabi nyu na naman na lutang ako hahahaha . kaya maigi na tamang br and basa nalang oks na yun deanna wong,"Because actually, I don't know anything about your topic. So, I'm just reading along silently. If I chime in without knowing anything, you'll say I'm spaced out again, hahahaha. So, it's better to just quietly read along, that's fine, Deanna Wong."
jusko di ba na briefing si angie kagabi ate dizon yung tayo nila doc ? haha deanna wong,"Good heavens, wasn't Angie briefed last night, Ate Dizon, about you and Doc? Haha, Deanna Wong."
wag ka umasa kay tinola masasaktam ka lang deanna wong,"Don't rely on Tinola, you'll only get hurt, Deanna Wong."
dba pinag usaoan nten to kagabi doc ? bkit ngayon walang alam hahaha. deanna wong,"Didn't we discuss this last night, Doc? Why does no one know anything now, hahaha. Deanna Wong."
kaya nga buti my excuse cxa....kahit nman sbihan ntin yan wla din....hahah deanna wong,"That's why it's lucky she has an excuse... Even if we tell her that, it won't matter... Hahaha, Deanna Wong."
kaya nga ahaha ! kahit anung meeting gawen mo . kinabukas wala nanaman alam haha deanna wong,"Exactly, ahaha! No matter what meeting you hold, the next day, no one knows anything again, haha. Deanna Wong."
