src,tgt
"The presidency is a job.
Perhaps the most difficult job there is in the country.
Presidentiables need to be seen as applicants. Aplikante po sila at tayo ang HR ng bansa. Bawat isa sa atin ay may karapatang malaman at magtanong sa kanila na mga nag-aapply.","The presidency is a job. Perhaps the most difficult job there is in the country. Presidentiables need to be seen as applicants. They are applicants, and we are the HR of the country. Each of us has the right to know and ask questions of those who are applying."
"Dito walang OJT (pero meron yung First 100 Days).
Mayroon tayong lampas 5 buwan para kilalanin at kilatisin ang bawat isa. Hindi natin kailangan magtalo. Kailangan nating matutong mamili.
Sila ang kailangan magpakita / magpamalas bakit sila ang susunod na pangulo natin.","Here, there's no OJT (but there is a First 100 Days). We have more than 5 months to get to know and scrutinize each one. We don't need to argue. We need to learn how to choose. They are the ones who need to show/demonstrate why they should be our next president."
"BIO-DATA o CURRICULUM VITAE
Tulad ng mga aplikante, kailangan sanang masusi nating pag-aralan ang kakayanan ng bawat presidentiable. Ano ang natapos nila? Ano na naging trabaho nila? Ano na nagawa nila bilang isang serbisyo publiko?","BIO-DATA or CURRICULUM VITAE Just like applicants, we should thoroughly study the capabilities of each presidentiable. What did they finish? What jobs have they had? What have they done in public service?"
"Di ba nga marami sa mga job hiring ay pagandahan pa ng kanilang CV. 
Asahan nating ganun din dito sa mga naghahangad na maging presidente (at iba pang posisyon) 
Trabaho nating kilatisin ito. 
Sino ang maayos/matino? 
Sino nagpapanggap?
Dito masisilayan ang kanilang kakayanan.","Many job hirings even require impressive CVs, don't they? We can expect the same from those aspiring to be president (and other positions). It's our job to scrutinize this. Who is decent/sensible? Who is pretending? This is where their capabilities will be seen."
"PHYSICAL EXAM & DRUG TESTING
Maraming aplikante ang nahihingan ng medical report na may kasamang lab tests — blood tests/urinalysis — at chest xray. Damay na rin natin ang drug testing. 
Ganun dapat tayo mangilatis ng presidentiables. Need natin matino at matikas.
#PILIpinas2022",PHYSICAL EXAM & DRUG TESTING Many applicants are asked for a medical report that includes lab tests — blood tests/urinalysis — and a chest x-ray. Let's include drug testing. That's how we should scrutinize presidentiables. We need someone decent and strong. #PILIpinas2022
"CHARACTER REFERENCE
Atin din dinidinig ang nasasabi ng mga nakasama sa trabaho, mga nakasalamuha o nagturo sa mga aplikante. Dito natin nakikita ang kanilang pagtrato sa tao, ugali sa trabaho, kakayanan na tukuyin ang mga hamon nito. 
Ito ay mga bagay na dapat alamin natin.","CHARACTER REFERENCE We also listen to what colleagues, acquaintances, or teachers of the applicants say. This is where we see their treatment of people, work ethic, and ability to identify challenges. These are things we should know."
"Bongbong Marcos negatibo umano sa cocaine; ibang kandidato handa sa drug test #Halalan2022 
bit.ly/3r1sIok",Bongbong Marcos reportedly negative for cocaine; other candidates ready for drug test #Halalan2022 bit.ly/3r1I0ik
"Tama na yang gimmick nyo. Nililihis nyo sa nakaw na yaman at tax evasion. Alam naman ng marami na drug addict si Bongbong Narcos. Aminado naman siya although rehabilitated na daw, pareho lang nung ibang na tukhang di ba?","Enough with your gimmick. You're diverting from the stolen wealth and tax evasion. Many know Bongbong Narcos is a drug addict. He admitted it, although he claims to be rehabilitated, just like others who were 'tukhang,' right?"
Si Leni negative din daw. Sa IQ Test.,Leni is also reportedly negative. In the IQ Test.
epal nang mumute sa space !!!!,Annoying person muting in the space!!!
"totoo, cno kaya? di ba @imissyounish","True, who could it be? Right, @imissyounish"
di ba ko matutulog??,Am I not going to sleep??
Ang ganda ganda na ni VP Leni nadikit pa sayong deputa ka. Siram mong rapaduhon Andaya. Garo ka kasta.😏,"VP Leni is so beautiful, and she even got associated with an ass like you. You're so disgusting, Andaya. You're like a leech.😏"
Di ba kaibigan ni PNOY etong si Andaya?,Isn't Andaya a friend of PNOY?
POTAENAAA DI BA SET YUNG SA SG NG SVT????,"HOLY SH*T, WASN'T THAT FOR THE SVT SG SET????"
"bakit nga naman kasi pupunta ng pares retiro kung walang kapares 'di ba????
@SB19Official #SB19 
#JOSHTIN","Why would you even go to Pares Retiro if you don't have a partner, right????
@SB19Official #SB19
#JOSHTIN"
naiiyak talaga ako di ko talaga alam kung bakit naalala pa haays diba dapat di na di ba dapat okay kana self? Gabi gabi nalang haaays hanggang kailan po ba ganon huhuhue 😔,"I'm really crying, I really don't know why I still remember... shouldn't I be over it already, self? Every night it's like this, how long will it last huhuhue 😔"
"gusto q ng croomf. wala lang, gusto ko lang kiligin.","I want some croomf. Nothing, I just want to feel giddy."
-2,-2
'di ba ?! feeling q hindi na aq tao wala na akong maramdaman chariz,"Right?! I feel like I'm not human anymore, I can't feel anything, just kidding."
omg same 😭😭😭,"OMG, same 😭😭😭"
Di ba?? HAHAHAHAHHA,Right?? HAHAHAHAHAHHA
Sino ba naman tayo di ba??😩,"Who are we anyway, right??😩"
hinahanda kayo para mas maging masaya at mas matibay ang pagsasama niyo kung magiging kayo man sa huli pero siguro naman di ba sila?,"You're being prepared so your relationship can be happier and stronger if you do end up together, but surely they aren't, right?"
panay videoke di ba kayo napapaos,"Always doing videoke, don't you guys get hoarse?"
"kung hindi ka po nag mnemonics pano ka po nagrereview eh di ba madami terms sa medtech? — hindi ako nagrerev, dinadasalan ko na lang haha chz. nagsusulat ako terms tapos pinakaimportant meaning nila sa yellow pad or sa memo pad ta… curiouscat.qa/vitosartoris/p…","If you don't use mnemonics, how do you review, since there are so many terms in medtech? — I don't review, I just pray, haha chz. I write down terms and their most important meanings on a yellow pad or memo pad ta… curiouscat.qa/vitosartoris/p…"
3 am(??) Hanggang 11 lang cellphone ko 😭😭😭😭😭😭😭,3 AM(??) My phone only lasts until 11 😭😭😭😭😭😭😭
Kawawi ka naman hazel koo😭,"Oh, my poor Hazel 😭"
3 am talaga?? Di ba pwedeng 5:30? Ang aga masyado papagalitan ako pag 3 am ako gumising😭,"Really 3 AM?? Can't it be 5:30? It's too early, I'll get scolded if I wake up at 3 AM 😭"
3 am daw talagaaaa HSJASNAHAHZBZ,They said it's really 3 AM HSJASNAHAHZBZ
hala mga bagets parang sobra frustration nyo sa inaasahan at gusto nyo mangyari. di ba ang mgt binigyan ng project na d kasama loveteam?,"Oh, youngsters, it seems your frustration is too much about what you expect and want to happen. Didn't the management give them a project that doesn't include a love team?"
three types of sevi's instagram stories: (1) as a manliligaw; (2) as a jowa; & (3) as an asawa to elyse 🥺,three types of sevi's instagram stories: (1) as a suitor; (2) as a girlfriend/boyfriend; & (3) as a spouse to elyse 🥺
"DOUBLE DATE NG ELVIARKIN WHEN IOWFBGO pero aw di ba!! kakamiss NVRFG pero no worries, feel q magpapakita sila soon sa OYE 😭💓","ELVIARKIN DOUBLE DATE WHEN IOWFBGO but aw, right!! I miss NVRFG so much, but no worries, I feel like they'll show up soon on OYE 😭💓"
AHAHAHAHA hala :( alam mo ba kilala kita sa un... hindi sa name :'( BUEWQIFBUFGV pasensya ka na pero KAYA PALA FAMILIAR VIBES,"AHAHAHAHA oh no :( you know what, I know you from... not by name :'( BUEWQIFBUFGV sorry but THAT'S WHY THE VIBES ARE FAMILIAR"
pero hindi suspended di ba... ahu sana maretrieve :(,"But it's not suspended, right... hopefully it can be retrieved :("
"“Eh, kasi sabi niya pangit daw tapos mas maganda daw ‘yung-“ then? Ibig bang sabihin nun pwede na ka agad mag conclude na dun ‘yun galing?? Di ba puwedeng fake acc na gusto lang talaga manira??","“Eh, because he said it was ugly and that the other one was better-” then? Does that immediately mean you can conclude it came from there?? Couldn't it be a fake account that just wants to ruin things??"
"@kaizerrcll and @redleighabv, the sisiw couple.","@kaizerrcll and @redleighabv, the chick couple."
Pano ba tunog ng sisiw bokbok din ba?,What sound does a chick make? Is it also 'bokbok'?
akala ko chirp chirp HAHHAHAHAH,I thought it was chirp chirp HAHHAHAHAH
Di ba sa ibon yun?,Isn't that for birds?
hindi ba tweet tweet yonn,Isn't it tweet tweet?
Di ko alam😭,I don't know 😭
"Pumunta ako kanina sa iStudio kasi bibili sana ‘ko earpods kasi mapuputol na yung luma ko, wala na daw sila stock. Then pumunta naman ako sa Rustans kasi gusto ko bumili ng Tartine et Chocolat na pabango, wala rin stock. Edi mabuti di ba? Di ako napagastos. 🤣","I went to iStudio earlier because I was going to buy earpods since my old ones were about to break, but they said they were out of stock. Then I went to Rustans because I wanted to buy Tartine et Chocolat perfume, but that was out of stock too. So, that's good, right? I didn't spend anything. 🤣"
Why do people mind other peoples business? Di ba kayo mahal ng mama niyo?,Why do people mind other people's business? Don't your mothers love you?
gusto ko ng bagong card sleeves (popcorn siguro...) dahil pvc 'yong binder sleeves ng carat binfer di ba... at wala na akong pera *umiyak*,"I want new card sleeves (popcorn maybe...) because the binder sleeves for my carat binder are PVC, right... and I don't have any money *cries*"
"kung mamatay man ako while on-duty service, malalaman kaya dito? random thought lang","If I die while on-duty, will it be known here? Just a random thought."
Pabilin mo sa kapated or pinsan mo beh mala fb ba beh,"Have your sibling or cousin take care of it, beh, is it like Facebook, beh?"
ahh di ko na kelangan yan pag patay na beh. Deds na nga clout chasing pa den? Hahahaha. Pag di na ko nagparamdam na walang paalam malamang himlay na ko non,"Ahh, I won't need that when I'm dead, beh. Already dead and still clout chasing? Hahahaha. If I disappear without a word, I'm probably six feet under by then."
Wait lang nataea ako sa patay na cloutchasing paren HAHAHAHAHAH. Di ba pwede naban lang acct beh 😭😭😭 pero ingat lage sa work papz 🤼🤼🤼,"Wait, I'm laughing at 'dead and still clout chasing' HAHAHAHAHAH. Can't it just be a banned account, beh 😭😭😭 but always be safe at work, papz 🤼🤼🤼"
di ako mababan dito beh sa bait kong to hahahahha unless may ituro ka saken na aawayin ko. 😊 ingat naman lagi pero pag sinumpaang tungkulin ay ready naman ako worst case scenario 😌,"I won't get banned here, beh, with how good I am, hahahahha, unless you point someone out for me to argue with. 😊 Always be safe, but for sworn duty, I'm ready for the worst-case scenario 😌"
uu nga beh parang sa matatapang lang ung workiez mo eh kun ako yan baka una nakong nahimatay sa takot HHAHAHAHA,"Yeah, beh, your work seems like it's only for the brave; if that were me, I'd probably faint from fear first HHAHAHAHA"
ako lang ba yung may boss na tumatawag pa din after office hours or weekends???,Am I the only one whose boss still calls after office hours or on weekends???
huuuy. bakit naman ganun? di ba uso pahinga sa boss mo? i had one head na ganyan din before pero buti na lang retired na sya.,"Huy. Why is that? Doesn't your boss believe in rest? I had a head like that before too, but good thing she's retired now."
Di ba pwede ipost yun? Icrop lang? Skssksks :(((,Can't that be posted? Just cropped? Skssksks :(((
Pede palaKskskskkks,It can be after allkskskskkks
gyu i-post mo yan ah di ba pwede sige,"Gyu, post that, you can't, right? Go on."
Bakit kasi pinapatos pa iyong matanda ulyanin na di ba — move on na lang tayo we need to do what we should do ok - we need to look fwd for the better future of our country - basta ako bbm for president,"Why do people still engage with that old, senile person, right — let's just move on, we need to do what we should do, ok - we need to look forward to a better future for our country - as for me, BBM for president."
inang mga tigyawat to ayaw ako iwan what's the deal,"These damn pimples won't leave me, what's the deal?"
di ba pwedeng maganda nalang kahit stressed at depressed,Can't I just be beautiful even if I'm stressed and depressed?
Hahaha ako to maganda kahit stressed at depressed,"This is me, beautiful even when stressed and depressed."
"Mdidically uvithikile namagolo abomarhosha in hillbrow have nothing on your as*🍑🍆💦
Now keep my name out of your TL and allow my wet h*rny self to continue getting engagements on my TL.
Asbonge!!","Medically uvithikile namagolo abomarhosha in hillbrow have nothing on your as*🍑🍆💦
Now keep my name out of your TL and allow my wet h*rny self to continue getting engagements on my TL.
Asbonge!!"
Swanetse re romele Ngaka di ba roke 🤣🤣🤣🤣😂😂😂,Swanetse re romele Ngaka di ba roke 🤣🤣🤣🤣😂😂😂
Di naman siguro masamang umaasa na may hahabol bag mag Pasko di ba? May 32 days pa naman rh. HAHAHAHA,"It's probably not bad to hope someone will come before Christmas, right? There are still 32 days left, HAHAHAHA."
"Sir: Kaya nga kayo pumasok dito kasi matapang kayo di'ba? Normal lang yung sa una dahil bago kayo eh mapapaglaruan kayo pero part yun.
Nakaka speechless ka Sir. Parang mali ata pinasok ko? Lol hahahaha","Sir: That's why you came here, because you're brave, right? It's normal at first because you're new, you'll be played with, but that's part of it.
You leave me speechless, Sir. Did I make the wrong choice? Lol hahahaha"
"Presidential aspirant Bongbong Marcos, in an interview with Anthony Taberna, says he took a drug test in a hospital and gave the negative test result to PDEA this morning. 
This comes after President Duterte alleged that an unnamed candidate is using cocaine. #TheFilipinoVotes","Presidential aspirant Bongbong Marcos, in an interview with Anthony Taberna, says he took a drug test in a hospital and gave the negative test result to PDEA this morning. 
This comes after President Duterte alleged that an unnamed candidate is using cocaine. #TheFilipinoVotes"
BBM speaks up on Duterte’s ‘blind item’ that a presidential aspirant is a cocaine user. #TheFilipinoVotes | @RexRemitio,BBM speaks up on Duterte’s ‘blind item’ that a presidential aspirant is a cocaine user. #TheFilipinoVotes | @RexRemitio
"LOOK: Bongbong Marcos’ chief-of-staff Atty. Vic Rodriguez submits the presidential aspirant’s negative drug test result to the National Bureau of Investigation, Philippine Drug Enforcement Agency | @RexRemitio","LOOK: Bongbong Marcos’ chief-of-staff Atty. Vic Rodriguez submits the presidential aspirant’s negative drug test result to the National Bureau of Investigation, Philippine Drug Enforcement Agency | @RexRemitio"
"LOOK: Bongbong Marcos also took shabu and marijuana drug tests last November 10 as a requirement for him to get a permit to carry firearms outside residence. His results are negative | @RexRemitio
📸 Marcos Media Bureau","LOOK: Bongbong Marcos also took shabu and marijuana drug tests last November 10 as a requirement for him to get a permit to carry firearms outside residence. His results are negative | @RexRemitio
📸 Marcos Media Bureau"
"Kuh bakit nyo po ibinalita..hindi na naman matatanggqp ng mga fenk yan 🙂 malamang sasabihin peke daw.
Tanggapin nyo na lang kasi na negative sa drug test..kahit naman ano mangyari pag ayaw nyo kay BBM e hindi nyo naman iboboto yan di ba.
Basta pag ayaw huwag iboto..ganun yun.","Oh, why did you announce it.. the pinks won't accept it anyway 🙂 they'll probably say it's fake. Just accept that he tested negative for drugs.. no matter what happens, if you don't like BBM, you won't vote for him anyway, right? If you don't want to, don't vote.. that's how it is."
"@sunhee_09 gagu 'di ba bibili ka, ang mura lang oh","@sunhee_09 dude, aren't you going to buy it, it's so cheap."
"to conclude my defense, YOU HAVE NO ENOUGH evidence to call us ""UNANG MANG-ASAR"" nor our TWEETS. that's what i wanted to present ESSA!!","to conclude my defense, YOU HAVE NO ENOUGH evidence to call us ""UNANG MANG-ASAR"" nor our TWEETS. that's what i wanted to present ESSA!!"
MAG PALIWANAG DAW TAYO SA COURT ESSA,WE NEED TO EXPLAIN IN COURT ESSA
pilitin nyo ko👍,Force me 👍
TANGINA😭😭😭,HOLY SH*T😭😭😭
"Why naman nag mura, Essa?","Why did you swear, Essa?"
kasi kamura-mura si @sheepgardensarc,Because @sheepgardensarc is so irritating.
"age doesn't matter with respect, it goes both sides bae, it's voluntarily given, not forced👍","age doesn't matter with respect, it goes both sides bae, it's voluntarily given, not forced👍"
'DI BA BHIE GINUSTO MO 2? PANINDIGAN MO,"RIGHT, BHIE? YOU WANTED THIS, SO OWN IT."
sagutan n'yo nga mga friends 😄 bestiefy.com/q?=qjEgk,"Answer this, friends 😄 bestiefy.com/q?=qjEgk"
mali mali 'yung tanong 3 ampota,"question 3 is all wrong, for crying out loud"
"wala, fake friend ka lang 😿","nothing, you're just a fake friend 😿"
friends pala tayo hindi ako informed,We're friends? I wasn't informed.
ah di ba? sumagot ka kasi kaya akala ko friends tayo de okay lang naman,"Oh, right? You answered, that's why I thought we were friends, but it's okay."
kasalanan talaga nung site,It's really the site's fault.
"""You're not a grinch. You're a person who's coping with immense loss at the end of a challenging year.""","""You're not a grinch. You're a person who's coping with immense loss at the end of a challenging year."""
"di ako bitter sa paparating na namang holidays,,,more on galit and inggit ay cheka di ba yun same HAHASHSHD btw tumatanggap na po ako early xmas gifts kasi di pa sure if aabot ako tnx","I'm not bitter about the upcoming holidays,,,more like angry and envious, oh wait, aren't they the same HAHASHSHD btw I'm now accepting early xmas gifts because it's not yet sure if I'll make it, thanks."
"Bakit lagi na lang sa tao ang sisi ano? 'Di ba dapat as public health professionals masmagalit doon sa gobyerno, corporations at policymakers na nagallow na mabuksan na ang malls all the while hindi pa ganoon kataas ang vaccination rate pero mataas ang covid deaths?","Why is the blame always on the people? Shouldn't public health professionals be more angry at the government, corporations, and policymakers who allowed malls to reopen even when vaccination rates weren't high enough and COVID deaths were high?"
"Masmadali na lang talaga lagi bang sabihin 'Bahala kayo sobrang mahal po magpaospital ngayon grrrr kasalanan ninyo bakit may surge!!!!' kesa sabihin na 'Grabe talaga ang for-profit healthcare system, parang ang pasyente kong walang pera wala nang karapatang magpagamot!'????","Is it really just easier to always say 'It's up to you, hospitalization is so expensive now, grrr, it's your fault why there's a surge!!!!' instead of saying 'This for-profit healthcare system is terrible, it's like my patient with no money has no right to get treatment!'????"
"Tignan ninyo, ~nirereopen nga ng govt. ang economy~ out of pressure from big corpos and bureaucrat capitalists, pero IN THIS NOVEMBER 2021 may adequate and reliable nationwide FREE mass testing ba? Nabigyan na ba ng bakuna lahat ng edad at demographic sa lahat ng sulok ng bansa?","Look, the government ~is reopening the economy~ due to pressure from big corporations and bureaucrat capitalists, but IN THIS NOVEMBER 2021, is there adequate and reliable nationwide FREE mass testing? Has every age and demographic in every corner of the country been given a vaccine?"
'Di ba imbis na national effort that should be coming from the head of state (aka yung tuta sa Malacañang) bahala na lang kung magaling ang LGU mo o hindi? O kung maabot ka ng efforts ng OVP ni Leni? O kung may vaccination efforts ang kumpanyang pinagtatrabahuhan? 'Di ba?,"Isn't it that instead of a national effort that should be coming from the head of state (aka the puppet in Malacañang), it just depends on whether your LGU is good or not? Or if Leni's OVP efforts reach you? Or if the company you work for has vaccination efforts? Right?"
"'Di ba, kahit pa i-point-out na may vaccine hesitancy sa ilang populations, ang main issue pa rin talaga ay ang kakulangan ng vaccine supply at ang kabagalan ng roll-out nito? At ang contact tracing 'di naman talaga matino, tila nagagamit pa sa data breach ang info ng mga tao?","Isn't it true that, even if we point out vaccine hesitancy in some populations, the main issue is still the lack of vaccine supply and the slowness of its rollout? And contact tracing isn't really good; it seems people's information is even used for data breaches?"
"Imbis na i-spend natin yung energy natin magalit sa mga tao na walang physical distancing, sino ba muna nagbukas ng mga mall? May mapupuntahan bang air-conditioned, highly susceptible to transmission places kung 'di pa binubuksan ang malls in the first place?","Instead of spending our energy getting angry at people for not physical distancing, who opened the malls first? Would there be air-conditioned, highly susceptible to transmission places to go if malls weren't opened in the first place?"
"At gets din na kailangan nang magtrabaho ng mga tao kasi sobrang hirap ng paralisado ang ekonomiya, pero dapat kasi pinaparisan ito ng gov't efforts na solusyonan ang pandemya. Simple lang e, sino ba may hawak ng budget at resources? Sino may hawak ng decision-making?","And it's also understood that people need to work because the paralyzed economy is so difficult, but this should be matched by government efforts to solve the pandemic. It's simple, who holds the budget and resources? Who holds the decision-making?"
"'Di ba gobyerno? 'Di ba 'yang mga tarantadong nakaupo sa estadong nagpapakasasa sa bilyones ng Philhealth, Pharmally scandal at sandamukal pang scam at korapsyon sa gitna ng napakraming namamatay ngayong pandemya? 'Di ba nasa kanila ang pera? Sila rin nagbukas ng mall","Isn't it the government? Isn't it those scoundrels in power who are wallowing in billions from Philhealth, the Pharmally scandal, and countless other scams and corruption amidst so many deaths during this pandemic? Don't they have the money? They also opened the mall"
"Kasi ~pressured~ at gusto na nilang kumita ang mga negosyo nila habang nageenjoy pa rin sa kickback sa mga pondong dapat na ginagamit pangsolusyon sa pandemya. Tapos mahirap, magkulong sa bahay, wala kang mapapala. Lumabas ka nang bahay, may risk din magkasakit. Saan lulugar?","Because they're ~pressured~ and they want their businesses to profit while still enjoying kickbacks from funds that should be used to solve the pandemic. Then, if you're poor, you stay home, you gain nothing. If you go out, there's a risk of getting sick. Where do you go?"
"Nung hindi pa binubuksan ang malls, according to data, nasa top ang Pilipinas sa pinakamasunurin sa mask-wearing protocols. Yung kayang magpractice ng social distancing nagpapractice naman, sa gitna ng highly militarized lockdown sinikap rin na hindi lumabas nang bahay.","When malls were not yet open, according to data, the Philippines was among the top in mask-wearing protocols. Those who could practice social distancing did, and amidst a highly militarized lockdown, they also tried not to leave home."
"Sa komyu kahit halos ka-size lang ng mga banyo ang mga kabahayan ng mga urban poor, sinisikap pa rin nilang maging malinis even without access to proper bathrooms and sanitation, and enough space for 'social distancing', with plastic wastes from the city surrounding them.","In communities, even if homes in urban poor areas are almost the size of bathrooms, they still try to be clean even without access to proper bathrooms and sanitation, and enough space for 'social distancing,' with plastic wastes from the city surrounding them."
"TL;DR: Sana i-spend na lang yung energy na igiit sa estadong panagutan ang kasalanan nito  ngayong pandemya, kasi halos wala itong nagawang tama. Sayang energy manigaw ng 'KAYO DAHILAN NG SURGE PESTE KAYO!' sa mga nasa mall isa-isa. Akala ko rin dati productive 'yon, 'di pala.","TL;DR: I hope we just spend our energy demanding accountability from the state for its mistakes during this pandemic, because it has done almost nothing right. It's a waste of energy to individually shout 'YOU'RE THE REASON FOR THE SURGE, YOU PESTS!' at people in the mall. I used to think that was productive too, but it's not."
"@geebee_109 to me: 
Ano kakainin ko?
Asan ang link?
Ano oras yan?
Message mo ako pag umpisa na?
Bagay ba ang dress?
Anong model ng iphone bilhin ko? Magkano at ano features niyan?
Eh yung apple watch?
Malinaw ba ang pagkakapicture ko sa sarili ko? 
Actually dame pa 😂","@geebee_109 to me:
What should I eat?
Where's the link?
What time is it?
Message me when it starts?
Does the dress suit me?
What iPhone model should I buy? How much and what are its features?
How about the Apple Watch?
Is my self-picture clear?
Actually, there's more 😂"
"Pag napagod ka na kakasagot sa mga tanong ko, magpadala ka na lang ng jowa ah. Para may iba nang sasagot sa akin. 🤣🤣🤣","If you get tired of answering my questions, just send me a boyfriend, ah. So someone else can answer me. 🤣🤣🤣"
"Jusko po hahahaha Diyos ba ako? 🤣
Sakin nanghingi ng jowa","Good heavens, hahahaha, am I God? 🤣
Asking me for a boyfriend."
Eh ayun na nga... Mas malakas naman connection mo sa taas. Kaya ikaw na bahala dyan. 🤣,"Well, that's exactly it... Your connection up there is stronger. So you handle it. 🤣"
Di ko alam si Circe pala ang Goddess of Guidance and Counseling 😂😂😂,I didn't know Circe was the Goddess of Guidance and Counseling 😂😂😂
"HAHAHAHAHAHAHAHA
Jusko pati pagpunta niya sa mall
Magtatanong kung magmamall ba siya 
Lord, bigyan niyo nga jowa yan 😂","HAHAHAHAHAHAHAHA
Oh my goodness, even her going to the mall
She'll ask if she should go to the mall
Lord, please give her a boyfriend 😂"
"Buti na nga yan kesa kinakausap ko ang sarili ko, di ba. 😝","It's good that way, at least I'm not talking to myself, right. 😝"
Pwede din naman hahahaha,"That's also possible, hahahaha"
swerte naman mga nakakakuha signed polaroid sa enha albums grabe kau n,"lucky are those who get signed polaroids in enha albums, you guys are too much"
nakakahikayat bumili kaso paswertehan lang rin talaga e 😆,"it makes me want to buy, but it's really just luck 😆"
ay....... nakakuha ka ba? di ba bumili ka marami !,oh....... did you get one? didn't you buy a lot!
"Anyes : Walaupun hanya NPC, but I love all of them! Karakter pendukung Grego di BA RES KRIM, mereka semua punya karakter yang aneh kayak Grego :"") seandainya masih ada anaknya XENA full team. 
Question : ""Ngga mau dimainin, Mbak?""
NOPE. karena bakal hilang esensinya. Hehehehe.","Anyes: Although they are just NPCs, but I love all of them! Grego's supporting characters in BA RES KRIM, they all have strange characters like Grego :"") if only XENA's full team was still here. 
Question: ""You don't want to play it, Miss?""
NOPE. because its essence will be lost. Hehehehe."
ang gulo gulo ng wts tags grabeee di ba kayu nauumai 👁👄👁,"the wts tags are so messy, grabeee, aren't you guys tired 👁👄👁"
psst! sino ka?,psst! who are you?
jowa po ni jungkook,Jungkook's girlfriend.
luh dami mong jowa tsk tsk,"Wow, you have so many partners, tsk tsk."
talented naman mga jowa ko te bts tsaka enhypen ehe oh 'di ba,"My boyfriends are talented, sis, BTS and Enhypen, ehe, see?"
"ireto mo naman ako dun sa jung hoseok. idol ko yun eh, galing sumayaw tas ang gwapo pa","Could you set me up with Jung Hoseok? He's my idol, he dances so well and he's so handsome."
"ay te sorry, akin na kasi 'yon. hindi po ako nagsshare, pasensya na.","Oh sis, sorry, but that's already mine. I don't share, I apologize."
sabi nila 8 glasses a day di ba...,"They say 8 glasses a day, right?"
"nag request ang mga fans na gawing matured si alden, oo nga ginawa syang barunbado na di naman  bagay sa kanya, hahaha,at isa pa bakit ganun kinakain ang salita. ibalik nyo sa dating timeslot, di ba si alden yan, pang malakasan nga e, dinaig kapa ng girls
#TWBUSurfaceTension","Fans requested for Alden to be more mature, yes, they made him a bad boy which doesn't suit him, hahaha, and also, why is he eating his words? Put him back in his original timeslot, isn't that Alden? He's supposed to be powerful, even the girls outdo you. #TWBUSurfaceTension"
"#BakitsiLeni, Simple lang. Di ba't ayaw n'yong manakawan? Si VP Leni lang naman ang principal author ng HB 19 or FULL DISCLOSURE BILL na nag lalayong magmandato sa lahat ng gov't agencies na magdisclose ng kanilang budget and financial transactions in a conspicuous manner.","#WhyLeni? It's simple. You don't want to be stolen from, right? VP Leni is the principal author of HB 19 or the FULL DISCLOSURE BILL, which aims to mandate all government agencies to disclose their budget and financial transactions in a conspicuous manner."
"Diba kaya nga po hindi siya nagdadalawang isip na ipublish ang SALN niya. Kasi walang itatago. Pag walang skeletons in the closet, kahit on the spot e kayang sumagot agad ng walang pag-aalinlangan. Kumbaga laging handa 😊💗💚","That's why she doesn't hesitate to publish her SALN (Statement of Assets, Liabilities, and Net Worth), right? Because there's nothing to hide. If there are no skeletons in the closet, she can answer immediately and without hesitation, even on the spot. She's always ready, in other words. 😊💗💚"
pano maging baso ni seokjin #NewProfilePic,How to become Seokjin's glass? #NewProfilePic
Lol nasamid ako sa tweet mo! Hahaah,"Lol, I choked on your tweet! Hahaah"
HAHAHAHAHA ang kalat di ba ate 😂,"HAHAHAHAHA It's messy, isn't it, sis? 😂"
ganun talaga... makalat tayo sa ganyan... HHAHAHAHA,That's just how it is... we're messy with that kind of thing... HHAHAHAHA
yasss!!! sa bangtan lang magkakalat hahahah chz,"Yasss!!! Only for Bangtan will I make a mess, hahahah, just kidding."
Recently ko lang nalaman yon..4 days ago na 11 years old sya di ba mas malala ako 15 na?? Expect ko 16 or 17...skl lol,"I only found out recently... 4 days ago that she's 11 years old, isn't it worse that I'm 15?? I expected 16 or 17... just sharing lol."
"Kaya wag niyong pangunahan desisyon nila. Fans lang tayo. Dapat support lang tayo sa desisyon nila hindi yung tayo pa nagdidikta. Support system di ba, support lang. Hindi natin sila pag-aari.","So don't preempt their decisions. We're just fans. We should just support their decisions, not dictate them. We're a support system, right? Just support. We don't own them."
Bakit yan ang tagline. Na parang sakal na sakal si c sa lt ah. Di ba sabi ni c if bina bash niyo si k di niya kayo fan. Galing na mismo sa kanya na he makes her happy peri di nyo matanggap,"Why is that the tagline? It's like C feels so suffocated in the love team. Didn't C say that if you bash K, you're not his fan? It came directly from him that she makes him happy, but you can't accept it."
Sabi mo di ka na nananaquette? I- 🥲 chos,You said you weren't being dramatic anymore? I- 🥲 just kidding.
"Eme lang din po. Geh lang, manakit ka lang po. Haha sino ba naman kami di ba? 😆","Just kidding too. Go ahead, hurt me. Haha, who are we anyway, right? 😆"
"People’s Streets
Emerald Avenue will exclusively be for pedestrians, bicycles, and other light personal mobility devices every Sunday starting 21 November 2021 from 6AM-6PM.
Cities for people!","People’s Streets
Emerald Avenue will exclusively be for pedestrians, bicycles, and other light personal mobility devices every Sunday starting 21 November 2021 from 6AM-6PM.
Cities for people!"
@daniyeahcarr hilig ka magbike di ba?,"@daniyeahcarr You love biking, don't you?"
"Pag nag kumpisal, di ba dapat aminin ang kasalanan? Inamin na ba?","When you confess, aren't you supposed to admit your sins? Have they been admitted yet?"
