id,text,preprocessed_text,english_translation
1463104144571604993,Magjojowa pa din ako bahala ka jan hahahaha,magjojowa pa din ako bahala ka jan hahahaha.,"i'll still get a boyfriend, i don't care what you say, hahahaha."
1463108231925018629,Wahahaha raulo Sabi ko saU knina turoan mo muna ako ulit pano pag jowa na karapat dapat..,wahahaha raulo sabi ko sau knina turoan mo muna ako ulit pano pag jowa na karapat dapat.,"wahahaha, you're crazy. i told you earlier to teach me again how to find a worthy boyfriend."
1463111844038680583,Yan na nga ang problema jan sa sinasabing sakal nkakasakal ba yong wlang timenakakasakal ba yong sasabihin mo lang na ganetong hrs wlang paramdam,yan na'nga ang problema jan sa sinasabing sakal ba yong wlang timenakakasakal ba yong sasabihin mo lang na ganetong hrs wlang paramdam.,that's the problem with what they call 'suffocating.' is it suffocating to have no time? is it suffocating to just say that at this hour there will be no contact?
1463115975885299718,Instant pa ako sa instant noodles Pag sa jowa kasi di ko pinaparanas sa knya yong kakausapin lang kita pag gusto ko lang kasi ako khit gano pa ako kabusy paglalaanan tlaga kita ng oras napag aralan ko na nga paano maging matigas minsan ng di taU abusohin,instant pa ako sa instant noodles pag sa jowa kasi di ko pinaparanas sa knya yong kakausapin lang kita pag gusto ko lang kasi ako khit gano pa ako kabusy paglalaanan tlaga kita ng oras napag aralan ko na'nga paano maging matigas minsan ng di tau abusohin.,"i'm even more instant than instant noodles. when it comes to a boyfriend, i don't make him experience being talked to only when i want to, because no matter how busy i am, i will really make time for you. i've even learned how to be tough sometimes so we don't get taken advantage of."
1463119088255918080,Alam mo kailangan din kasi natin minsan ang magpakabato para di taU abusohin lalo na pag subra taUng lambot naranasan ko na yan kasi tas minsan sa subrang bait natin madalas inaabuso kaya ayaw ko ng mangyari pa yon ulit,alam mo kailangan din kasi natin minsan ang magpakabato para di tau abusohin lalo na pag subra taung lambot naranasan ko na yan kasi tas minsan sa subrang bait natin madalas inaabuso kaya ayaw ko ng mangyari pa yon ulit.,"you know, sometimes we need to be tough so we don't get taken advantage of, especially when we're too soft. i've experienced that before, and sometimes when we're too nice, we often get taken advantage of, so i don't want that to happen again."
1463121353222070273,Ako my pagkapusong mamon din nman pero minsan kailangan magmatigas lalo na pag subra subra yong ginagawa pero marunong pa din akong magpakumbaba at magpatawad,ako my pagkapusong mamon din nman pero minsan kailangan magmatigas lalo na pag subra subra yong ginagawa pero marunong pa din akong magpakumbaba at magpatawad.,"i have a soft heart too, but sometimes i need to be tough, especially when they're going too far. but i still know how to be humble and to forgive."
1463130146299432973,"Yes di ko kayang magtanim ng galit or sama ng loob 🥺🥺 Mas lalo ko pang pinagpray yong mga taong nagawan ako ng mali.. Di ba sabi ng Lord kung makapito man nagkasala saU, makapitongpotpito mo din tong patatawarin ganon paniniwala ko kaya di ko kayang mgtanim ng galit","yes di ko kayang magtanim ng galit or sama ng loob mas lalo ko pang pinagpray yong mga taong nagawan ako ng mali.. di'ba sabi ng lord kung makapito man nagkasala sau, makapitongpotpito mo din tong patatawarin ganon paniniwala ko kaya di ko kayang mgtanim ng galit.","yes, i can't hold a grudge or resentment. i even pray more for the people who have wronged me. didn't the lord say that if someone sins against you seven times, you should forgive them seventy times seven? that's what i believe, so i can't hold a grudge."
1463149752158425090,"Kung ni post mo yan di ba, flex mo jowa mo yawa ka","kung ni post mo yan di'ba, flex mo jowa mo yawa ka.","if you post that, right, you should flex your boyfriend, you devil."
1463152794811125771,hinahanda kayo para mas maging masaya at mas matibay ang pagsasama niyo kung magiging kayo man sa huli pero siguro naman di ba sila?,hinahanda kayo para mas maging masaya at mas matibay ang pagsasama niyo kung magiging kayo man sa huli pero siguro naman di'ba sila?,"it's preparing you to be happier and for your relationship to be stronger if you end up together in the end, but they're not a couple, right?"
1463132730300919815,May kayamanan sa bag ni Lia. Hindi iniiwanan eh. #TWBUSurfaceTension ALDENxTWBU NewDay #AldenRichards,may kayamanan sa bag ni lia. hindi iniiwanan eh. aldenxtwbu newday.,there's a treasure in lia's bag. she never leaves it.
1463133479583969281,"napansin ko rin. hahahaha. nakauwi na’t lahat, nakapasok at nakalabas ulit ng bahay, bitbit pa rin ang bag. #TWBUSurfaceTension ALDENxTWBU NewDay","napansin ko rin. hahahaha. nakauwi nat lahat, nakapasok at nakalabas ulit ng bahay, bitbit pa rin ang bag. aldenxtwbu newday.","i noticed that too. hahahaha. she's been home and everything, went in and out of the house again, still carrying the bag."
1463133840038318080,Di ba? Hahaha! Ako kasi deretso na sa lalagyan ng bag eh. Di ko na bitbit kung saan saan. #TWBUSurfaceTension ALDENxTWBU NewDay #AldenRichards,di'ba? hahaha! ako kasi deretso na sa lalagyan ng bag eh. di ko na bitbit kung saan saan. aldenxtwbu newday.,"right? hahaha! for me, i put my bag straight in its place. i don't carry it everywhere."
1463136417912025088,ako iiwan ko sa unang table na madaanan ko. hahahaha. #TWBUSurfaceTension ALDENxTWBU NewDay,ako iiwan ko sa unang table na madaanan ko. hahahaha. aldenxtwbu newday.,i'd leave it on the first table i pass by. hahahaha.
1463121362823036928,hoy mark wag mo ko pinapakilig HAHAHAHAHAH dm ka na kaseeee tas usap tayo ganon di ba?,hoy mark wag mo ko pinapakilig hahahahahah dm ka na kaseeee tas usap tayo ganon di'ba?,"hey mark, don't make me blush, hahahahahah, just dm me already and then we can talk, right?"
1463134610011811849,Mahirap magpatawad di ba ? #TWBUSurfaceTension,mahirap magpatawad di'ba?,"it's hard to forgive, right?"
1463127355879456770,"since weapon ng graynoma next ep si Hayi, gsto ko lang malaman bakit wala pading WORLD TOUR sa spotify.","since weapon ng graynoma next ep si hayi, gsto ko lang malaman bakit wala pading world tour sa spotify.","since hayi is graynoma's weapon next episode, i just want to know why world tour is still not on spotify."
1463134044304990216,SA TOTOO LANG,sa totoo lang.,to be honest
1463149846903332878,ano kaya problema no,ano kaya problema no.,i wonder what the problem is.
1463150435250970631,Takang taka rin ako kasi ayun lang wala di ba?,takang taka rin ako kasi ayun lang wala di'ba?,"i'm also very puzzled because that's the only one missing, right?"
1463150594378842112,hindi ata naisama sa select all nung inupload. 🤣,hindi ata naisama sa select all nung inupload.,maybe it wasn't included in the 'select all' when it was uploaded.
1463143861555908618,okay lang gagi haha sino ba naman ako para dedicatan ng kanta di ba?,okay lang gagi haha sino ba naman ako para dedicatan ng kanta di'ba?,"it's okay, damn it, haha, who am i to have a song dedicated to me, right?"
1463145249849573380,Life goes on po,life goes on po.,life goes on.
1463121089207615488,Sir: Kaya nga kayo pumasok dito kasi matapang kayo di'ba? Normal lang yung sa una dahil bago kayo eh mapapaglaruan kayo pero part yun. Nakaka speechless ka Sir. Parang mali ata pinasok ko? Lol hahahaha,sir: kaya nga kayo pumasok dito kasi matapang kayo di'ba? normal lang yung sa una dahil bago kayo eh mapapaglaruan kayo pero part yun. nakaka ka sir. parang mali ata pinasok ko? laugh out loud hahahaha.,"sir: that's why you entered here, because you're brave, right? it's normal at first because you're new, you'll be played with, but that's part of it. you're making me speechless, sir. it seems like i entered the wrong thing? lol hahahaha."
1463131803225448455,Sino ba naman tayo di ba??,sino ba naman tayo di'ba?,"who are we anyway, right??"
1463133977313644559,Di ba?? HAHAHAHAHHA,di'ba?? hahahahahha.,right?? hahahahahha
1463134757093474310,"O di ba, tapos ang tanga, di nag-ingat🤦‍ #TWBUSurfaceTension ALDENxTWBU NewDay #AldenRichards @aldenrichards02","o di'ba, tapos ang tanga, di nag-ingat aldenxtwbu newday.","oh, right, and then she was stupid, she wasn't careful."
1463133904228032514,balita ko magko conceived na daw sya 🤣🤣🤣🤣,balita ko magko conceived na daw siya.,i heard she's going to conceive now.
1463142944081252353,@BLACKPINK Ano ba naman yung mag live kayo ‘di ba 🥺,ano ba naman yung mag live kayo di'ba.,"@blackpink what would it take for you to go live, right?"
1463131495963394061,Pano sya nagnakaw ng boto?,pano siya nagnakaw ng boto?,how did he steal votes?
1463132410892013572,Hindi naman sya nagnakaw ng boto. Na recount naman ulit sya. It's also the decision of court na walang nakawang na nangyari.,hindi naman siya nagnakaw ng boto. na recount naman ulit siya. it's also the decision of court na walang nakawang na nangyari.,he didn't steal votes. he was recounted again. it's also the decision of the court that no theft occurred.
1463135037562363904,"Kapag hindi ayon sa gusto nyo, dilawan agad? Hindi rin kayo marunong rumespeto sa desisyon ng korte? E pano naman pala aahon ang bansa kung kayong mga taga suporta e hindi nirerespeto ang desisyon ng korte.","kapag hindi ayon sa gusto nyo, dilawan agad? hindi rin kayo marunong rumespeto sa desisyon ng korte? e pano naman pala aahon ang bansa kung kayong mga taga suporta e hindi nirerespeto ang desisyon ng korte.","if it's not what you want, you immediately call them 'yellow'? you also don't know how to respect the court's decision? then how will the country rise if you supporters don't respect the court's decision?"
1463135741270126596,"Wala naman. Malakas lang kayong magparatang ng walang ebidensya at mahilig kayong gumawa ng kwento. Kung manalo man ang sinusuportahan mo, sana di kayo baliwalain kapag nakaupo na. Tandaan, magnanakaw is always magnanakaw. BOW!","wala naman. malakas lang kayong magparatang ng walang ebidensya at mahilig kayong gumawa ng kwento. kung manalo man ang sinusuportahan mo, sana di kayo baliwalain kapag nakaupo na. tandaan, magnanakaw is always magnanakaw. bow!","nothing really. you're just good at making accusations without evidence and you love to make up stories. if the one you're supporting wins, i hope you won't be ignored once they're in power. remember, a thief is always a thief. bow!"
1463137882898501645,Di naman ako defensive. Na offend ka lang totoo naman na magnanakaw pamilya nya diba? Anong mali dun?,di naman ako defensive. na offend ka lang totoo naman na magnanakaw pamilya nya diba? anong mali dun?,"i'm not being defensive. you're just offended. it's true that his family are thieves, right? what's wrong with that?"
1463139148735209481,Nagcomment ako kasi nagtatanong ako na pano ba nagnakaw ng boto? Ni wala ka ngang maipakitang ebidensya. Di naman apektado. Kasi nahihilig kayo sa mga fake news. pati fake diploma?,nagcomment ako kasi nagtatanong ako na pano ba nagnakaw ng boto? ni wala ka ngang maipakitang ebidensya. di naman apektado. kasi nahihilig kayo sa mga fake news. pati fake diploma?,i commented because i was asking how he stole votes. you can't even show any evidence. it doesn't affect me. it's because you're fond of fake news. and a fake diploma too?
1463140087328174081,"I've done my part. Kaya nga tinatanong kita, sa paano sya nagnakaw ng boto. I also need to hear your side. Baka naman may nakita reliable source of news na ninakaw nga nya yung boto. Baka ikampanya ko pa si LBM kung magkaganon.","i've done my part. kaya nga tinatanong kita, sa paano siya nagnakaw ng boto. i also need to hear your side. baka naman may nakita reliable source of news na ninakaw nga nya yung boto. baka ikampanya ko pa si lbm kung magkaganon.","i've done my part. that's why i'm asking you, how did he steal the votes. i also need to hear your side. maybe you saw a reliable source of news that he really did steal the votes. i might even campaign for lbm if that's the case."
1463141494525612037,Ayy hala di ba sila LBM ang magnanakaw? Di nga sila makatuntong sa US kasi may kaso sila Tsaka may sarili nga talaga kayo ng reality ano? Pa check up ka na baka iba na yan.,ayy hala di'ba sila lbm ang magnanakaw? di nga sila makatuntong sa us kasi may kaso sila tsaka may sarili nga talaga kayo ng reality ano? pa check up ka na baka iba na yan.,"ayy, oh my, aren't lbm the thieves? they can't even set foot in the us because they have a case there. and you really have your own reality, huh? you should get a check-up, it might be something else."
1463124635609071623,Di naman siguro masamang umaasa na may hahabol bag mag Pasko di ba? May 32 days pa naman rh. HAHAHAHA,di naman siguro masamang umaasa na may hahabol bag mag pasko di'ba? may 32 days pa naman rh. hahahaha.,"it's probably not bad to hope that someone will catch up before christmas, right? there are still 32 days. hahahaha."
1463147887026606080,tara sa,tara sa.,let's go to
1463148410215690246,kamuka ng tatay ni yanna,kamuka ng tatay ni yanna.,looks like yanna's dad
1463148911720157184,tangina nadamay pa tatay ko,tangina nadamay pa tatay ko.,"damn it, my dad got involved."
1463149097821487108,ano b stan twt ng tatay mo,ano b stan twt ng tatay mo.,what's your dad's stan twitter?
1463149812006617096,thanvina mo di ba kabit mo yan,thanvina mo di'ba kabit mo yan.,"damn you, isn't that your mistress?"
1463150384537423876,mali,mali.,wrong
1463124496424964098,bakit nga naman kasi pupunta ng pares retiro kung walang kapares 'di ba???? @SB19Official #SB19 #JOSHTIN,bakit nga naman kasi pupunta ng pares retiro kung walang kapares 'di'ba?,"why would you go to pares retiro if you don't have a partner, right?"
1463127866745364485,sino ba naman ako para ayain kumain ng pares 'di ba? @SB19Official #SB19 #JOSHTIN,sino ba naman ako para ayain kumain ng pares 'di'ba?,"who am i to be asked to eat pares, right?"
1463130368270209027,Eh,kasi sabi niya pangit daw tapos mas maganda daw ‘yung-“ then? Ibig bang sabihin nun pwede na ka agad mag conclude na dun ‘yun galing?? Di ba puwedeng fake acc na gusto lang talaga manira??,"eh, kasi sabi niya pangit daw tapos mas maganda daw yung- then? ibig bang sabihin nun pwede na ka agad mag conclude na dun yun galing?? di'ba puwedeng fake acc na gusto lang talaga manira?"
1463147859982061570,Di ba kayo mag papalit music sa story nyo,di'ba kayo mag papalit music sa story nyo.,aren't you going to change the music in your story?
1463132769748348932,Pwede nyo naman tanungin ang St. Lukes di ba?,pwede nyo naman tanungin ang st. lukes di'ba?,"you can just ask st. luke's, right?"
1463169318791823366,ayaw po ata nila ng tamang sagot,ayaw po ata nila ng tamang sagot.,it seems they don't want the correct answer.
1463128951178489871,Bongbong Marcos negatibo umano sa cocaine; ibang kandidato handa sa drug test #Halalan2022 bit.ly/3r1sIok,bongbong marcos negatibo umano sa cocaine; ibang kandidato handa sa drug test.,bongbong marcos reportedly negative for cocaine; other candidates ready for drug test.
1463130215400366083,"Tama na yang gimmick nyo. Nililihis nyo sa nakaw na yaman at tax evasion. Alam naman ng marami na drug addict si Bongbong Narcos. Aminado naman siya although rehabilitated na daw, pareho lang nung ibang na tukhang di ba?","tama na yang gimmick nyo. nililihis nyo sa nakaw na yaman at tax evasion. alam naman ng marami na drug addict si bongbong narcos. aminado naman siya although rehabilitated na daw, pareho lang nung ibang na tukhang di'ba?","enough with your gimmicks. you're diverting from the stolen wealth and tax evasion. many people know that bongbong narcos is a drug addict. he admitted it, although he said he's rehabilitated, he's just like the others who were killed in drug operations, right?"
1463142859125637127,Si Leni negative din daw. Sa IQ Test.,si leni negative din daw. sa iq test.,they say leni is also negative. in an iq test.
1462810711143247873,choose your fighter sa wala o sa meron? Sabong Na This,choose your fighter sa wala o sa meron? sabong na this.,"choose your fighter, the have-nots or the haves? this is a cockfight."
1463158318021681171,Parang si Edward lang tong si Ben. Di ba binoboto ni Edward si kisses noon kasi di sya pinapansin o kaya kapag ng seselos.,parang si edward lang tong si ben. di'ba binoboto ni edward si kisses noon kasi di siya pinapansin o kaya kapag ng seselos.,this ben is just like edward. didn't edward vote for kisses back then because she wasn't paying attention to him or when he was jealous?
1463116727777067010,AHAHAHAHA hala :( alam mo ba kilala kita sa un... hindi sa name :'( BUEWQIFBUFGV pasensya ka na pero KAYA PALA FAMILIAR VIBES,ahahahaha hala alam mo ba kilala kita sa un. hindi sa name:'( buewqifbufgv pasensya ka na pero kaya pala familiar vibes.,ahahahaha oh no :( did you know i know you by your username... not by name :'( buewqifbufgv i'm sorry but that's why it's familiar vibes.
1463117406755192839,pero hindi suspended di ba... ahu sana maretrieve :(,pero hindi suspended di'ba. ahu sana maretrieve.,"but it's not suspended, right... ahu, i hope it can be retrieved."
1463130280101699588,MAG PALIWANAG DAW TAYO SA COURT ESSA,mag paliwanag daw tayo sa court essa.,"they say we have to explain in court, essa."
1463130759347064839,pilitin nyo ko,pilitin nyo ko.,force me.
1463131346222542855,TANGINA,tangina.,fuck.
1463133076477775873,"Why naman nag mura, Essa?","why naman nag mura, essa?","why did you curse, essa?"
1463133852596015111,kasi kamura-mura si @sheepgardensarc,kasi kamura-mura si.,because @sheepgardensarc is curse-worthy.
1463136191083995140,'DI BA BHIE GINUSTO MO 2? PANINDIGAN MO,di'ba bhie ginusto mo to? panindigan mo.,"didn't you want this, bhie? stand by it."
1463146432051875846,sige harutan pa di ba ang saket nung nawala eme hahaha good evening ate nin,sige harutan pa di'ba ang saket nung nawala eme hahaha good evening ate nin.,"go ahead, flirt more, wasn't it painful when it was gone? just kidding, hahaha, good evening, ate nin."
1463162023525724189,parang long flight yung kay johnny???,parang long flight yung kay johnny?,it seems like johnny's is a long flight???
1463162268229804035,sameee pansin ko din!,sameee pansin ko din!,"same, i noticed that too!"
1463162866966614036,"di ba unang kita ko, long flight agad naisip ko","di'ba unang kita ko, long flight agad naisip ko.","the first time i saw it, i immediately thought of 'long flight'."
1463138089514434560,Ask ko lang mga future educators sa tabi tabi di ba kayo nauubusan ng name na ilalagay sa lesson plan or ako lang talaga mapag lagay ng pangalan sa lesson plan? HAHAHAHA,ask ko lang mga future educators sa tabi tabi di'ba kayo nauubusan ng name na ilalagay sa lesson plan or ako lang talaga mapag lagay ng pangalan sa lesson plan? hahahaha.,"let me just ask the future educators out there, do you ever run out of names to put in your lesson plans, or is it just me who puts a lot of names in my lesson plans? hahahaha."
1463145668365918212,Hahahaha Present lagi ang WEi sa akin,hahahaha present lagi ang wei sa akin.,"hahahaha, wei is always present for me."
1463147980606025732,Present din sila sakin kaso di lahat kasi Korean name si Yohan madalas kasi may ganiyan name dito. Tas si Dae at Dong yan HAHAHAHA,present din sila sakin kaso di lahat kasi korean name si yohan madalas kasi may ganiyan name dito. tas si dae at dong yan hahahaha.,"they're present for me too, but not all of them because yohan is a korean name, and we often have names like that here. and then there's dae and dong, hahahaha."
1463138756090036224,Hahahaha cheer multi stan ka hahahaha gamitin mo name ng mga jowa mo chaar Pero ako di halos naglalagay ng name hahahaha,hahahaha cheer multi stan ka hahahaha gamitin mo name ng mga jowa mo chaar pero ako di halos naglalagay ng name hahahaha.,"hahahaha, cheer up, you're a multi-stan, hahaha, use the names of your boyfriends, just kidding. but for me, i hardly put any names, hahaha."
1463147649088262144,"Nag aalangan nga akong gamitin kasi Korean names ang madalas kong nagagamit lang Yohan, Daniel tsaka yung mga alam ko yung English name na idols mapag lagay kasi ako ng name pero nauubusan na ko ng pangalan HAHAHAHA","nag aalangan nga akong gamitin kasi korean names ang madalas kong nagagamit lang yohan, daniel tsaka yung mga alam ko yung english name na idols mapag lagay kasi ako ng name pero nauubusan na ko ng pangalan hahahaha.","i'm hesitant to use them because the korean names i often use are just yohan, daniel, and the idols whose english names i know. i like to put names, but i'm running out of names, hahahaha."
1463135307516108801,"babe, im so rupok lamoyarn haha chos","babe, im so rupok lamoyarn haha chos.","babe, i'm so weak, you know that, haha, just kidding."
1463135386595586054,oh di ba pareho tayo babe HAHAHAHA,oh di'ba pareho tayo babe hahahaha.,"oh right, we're the same, babe hahahaha."
1463135466543214597,wahhahaha okay lang yan! char,wahhahaha okay lang yan! char.,wahhahaha that's okay! just kidding.
1462769358997176324,Shhizzz. Yung aksidente mong nabuksan yung gc niyo kung saan 'di ka nagpaparamdam. 🤦,shhizzz. yung aksidente mong nabuksan yung gc niyo kung saan 'di ka nagpaparamdam.,shhizzz. when you accidentally open your group chat where you've been inactive.
1463135793493712896,GC nga di ba. GC.,gc nga di'ba. gc.,"it's a gc, right? gc."
1463143175283822597,"@sunhee_09 gagu 'di ba bibili ka, ang mura lang oh","gagu 'di'ba bibili ka, ang mura lang oh.","idiot, aren't you going to buy it? it's so cheap."
1463108630538952710,@vicegandako ang ganda mo kanina,ang ganda mo kanina.,@vicegandako you were beautiful earlier.
1463109094923853824,@vicegandako akapin nga kita.. cute mo eh... 🥰 Yung totoo epekto ba ng kapapanood mo? O ako ba dahilan?,akapin nga kita.. cute mo eh. yung totoo epekto ba ng kapapanood mo? o ako ba dahilan?,@vicegandako let me hug you.. you're so cute... is it really the effect of what you've been watching? or am i the reason?
1463109561653465088,@vicegandako alam mo wala naman problema sa akin kung maglalambing ka. Mas okay nga yun. Kasi gumagaan pakiramdam ko.,alam mo wala naman problema sa akin kung maglalambing ka. mas okay nga yun. kasi gumagaan pakiramdam ko.,"@vicegandako you know, there's no problem with me if you want to be affectionate. it's actually better. because it makes me feel lighter."
1463109752427188224,@vicegandako so gf na nga kita? Cute ng gf ko.. naglalambing...,so gf na'nga kita? cute ng gf ko.. naglalambing.,@vicegandako so are you my girlfriend now? my girlfriend is so cute.. being affectionate...
1463110003871469571,@vicegandako iloveyou! Ikaw lang mahal ko okay.. wag selosa ..,iloveyou! ikaw lang mahal ko okay.. wag selosa.,"@vicegandako i love you! you're the only one i love, okay.. don't be jealous."
1463110295874793478,@vicegandako alam ko na di mo maiiwasan mag selos.. natural naman talaga. So ako na mag aadjust sa gf ko.. Di ba? Mahal ko?,alam ko na di mo maiiwasan mag selos.. natural naman talaga. so ako na mag aadjust sa gf ko.. di'ba? mahal ko?,@vicegandako i know you can't help but get jealous.. it's really natural. so i'll be the one to adjust for my girlfriend.. right? my love?
1463110949833895943,@vicegandako ilan beses ka na ganon.. sa akin lagi mo ko inaaaway eh. Away bati tayo.. Di rin naman kita matiis na di kausapin. Masyado ka rin nagpapacute,ilan beses ka na ganon.. sa akin lagi mo ko inaaaway eh. away bati tayo.. di rin naman kita matiis na di kausapin. masyado ka rin nagpapacute.,@vicegandako how many times have you been like that... you always fight with me. we fight and make up... i can't stand not talking to you either. you're also trying too hard to be cute.
1463111421646950400,@vicegandako di ko rin maintindihan kung bakit kakaiba nararamdaman ko sa iyo di ko maexplain Di ko alam kung maiinis ako o matatawa o ano .. ah basta kakaiba..,di ko rin maintindihan kung bakit kakaiba nararamdaman ko sa iyo di ko maexplain di ko alam kung maiinis ako o matatawa o ano.. ah basta kakaiba.,"@vicegandako i also don't understand why i feel something different for you, i can't explain it. i don't know if i should be annoyed or laugh or what... ah, it's just different..."
1463112060783370245,@vicegandako di ko ito naramdaman sa iba. Sa iyo lang.. ah siguro masyado lang ako masaya sa iyo.. siguro di ba?,di ko ito naramdaman sa iba. sa iyo lang.. ah siguro masyado lang ako masaya sa iyo.. siguro di'ba?,"@vicegandako i haven't felt this with anyone else. only with you.. ah maybe i'm just too happy with you.. maybe, right?"
1463112545498058754,@vicegandako ang importante.. nakikita ko yung totoong ngiti mo. Kahit yun lang makita ko sayo masaya na ko.. Nakakagaan ng loob kasi yung pakiramdam na nginingitian ka ng taong mahalaga sa iyo. Kasi..,ang importante.. nakikita ko yung totoong ngiti mo. kahit yun lang makita ko sayo masaya na ko.. nakakagaan ng loob kasi yung pakiramdam na ka ng taong mahalaga sa iyo. kasi.,"@vicegandako what's important... is that i see your real smile. even if that's the only thing i see from you, i'm already happy.. it's heartwarming to be smiled at by someone important to you. because..."
1463113257971961856,@vicegandako kasi.. makikita mo kahalagahan mo sa kanya. Kaya napaka-importante na ngumigiti ka ng totoo sa mga taong mahahalaga sa buhay mo. At maalala ka man nila. Na yung pagngiti mo magbibigay ng inspirasyon. Pag aalala ng kapanatagan ng loob. Pagkalma..,kasi.. makikita mo kahalagahan mo sa kanya. kaya napaka-importante na ngumigiti ka ng totoo sa mga taong mahahalaga sa buhay mo. at maalala ka man nila. na yung pagngiti mo magbibigay ng inspirasyon. pag aalala ng kapanatagan ng loob. pagkalma.,@vicegandako because... you will see your importance to them. that's why it's very important to smile genuinely at the important people in your life. and even if they remember you. that your smile will give inspiration. a memory of peace of mind. calmness..
1463113616404615171,@vicegandako iba pagngiting may ginagawang kalokohan sa pangiti ng pahihiganti.. Iba rin pangiti ng kilig Sa masayang pagngiti. Magkakaiba ang interpretasyon nyan. Nasa sa iyo kung ano meaning ng pangiti mo sa bawat sitwasyon.,iba pagngiting may ginagawang kalokohan sa pangiti ng pahihiganti.. iba rin pangiti ng kilig sa masayang pagngiti. magkakaiba ang interpretasyon nyan. nasa sa iyo kung ano meaning ng pangiti mo sa bawat sitwasyon.,@vicegandako a smile with mischievous intent is different from a smile of revenge... a smile of romantic excitement is also different from a happy smile. the interpretations are different. it's up to you what your smile means in every situation.
1463114219511967751,@vicegandako yun lang din kasi naisip kong paraan kasi ang lungkot talaga ng mga tao noon.. Kahit ano nawawalan na rin ako ng pag asa pero pag naaalala kita at yung mga taong importante sa akin..,yun lang din kasi naisip kong paraan kasi ang lungkot talaga ng mga tao noon.. kahit ano nawawalan na rin ako ng pag asa pero pag naaalala kita at yung mga taong importante sa akin.,"@vicegandako that's the only way i could think of because people were really sad back then.. i was also losing hope no matter what, but when i remember you and the people who are important to me.."
1463114471182716928,@vicegandako dun ko kinukuha yan. Yun lang lakas ko para mag-ipagpatuloy pa ang buhay.. wala naman kasi ibang choice.. Iloveyou!,dun ko kinukuha yan. yun lang lakas ko para mag-ipagpatuloy pa ang buhay.. wala naman kasi ibang choice.. iloveyou!,@vicegandako that's where i get it from. that's my only strength to continue with life.. there's no other choice.. i love you!
1463113703226703882,cno ba naman aq para icrushback di ba?,cno ba naman aq para icrushback di'ba?,"who am i to be crushed back, right?"
1463132611639865345,HA PANO YUN? UMABOT SA PRESENT GANON,ha pano yun? umabot sa present ganon.,"ha, how's that? it reached the present, like that?"
1463133669581680642,di ba ang weird nung situation nila na ewan ?? ok tama team dencio pa rin,di'ba ang weird nung situation nila na ewan?? ok tama team dencio pa rin.,"isn't their situation weird, i don't know? okay, that's right, still team dencio."
1463124930296688641,- are u my filo or intl oomf,- are ikaw my filo or intl oomf.,- are you my filipino or international oomf?
1463133132870217732,omg 'di ba halata ahhahasjjskaj,oh my god 'di'ba halata ahhahasjjskaj.,"omg, isn't it obvious? ahhahasjjskaj"
1463131143939637261,edi wow sino ba naman ako di ba,edi wow sino ba naman ako di'ba.,"edi wow, who am i anyway, right?"
1463131137790799875,Bakit lagi na lang sa tao ang sisi ano? 'Di ba dapat as public health professionals masmagalit doon sa gobyerno,corporations at policymakers na nagallow na mabuksan na ang malls all the while hindi pa ganoon kataas ang vaccination rate pero mataas ang covid deaths?,"bakit lagi na lang sa tao ang sisi ano? 'di'ba dapat as public health masmagalit doon sa gobyerno, corporations at policymakers na nagallow na mabuksan na ang malls all the while hindi pa ganoon kataas ang vaccination rate pero mataas ang covid deaths?"
1463131143088209926,Masmadali na lang talaga lagi bang sabihin 'Bahala kayo sobrang mahal po magpaospital ngayon grrrr kasalanan ninyo bakit may surge!!!!' kesa sabihin na 'Grabe talaga ang for-profit healthcare system,parang ang pasyente kong walang pera wala nang karapatang magpagamot!'????,"masmadali na lang talaga lagi bang sabihin 'bahala kayo sobrang mahal po magpaospital ngayon grrrr kasalanan ninyo bakit may surge!' kesa sabihin na 'grabe talaga ang for-profit healthcare system, parang ang pasyente kong walang pera wala nang karapatang magpagamot!'?"
1463131146678460419,"Tignan ninyo, ~nirereopen nga ng govt. ang economy~ out of pressure from big corpos and bureaucrat capitalists, pero IN THIS NOVEMBER 2021 may adequate and reliable nationwide FREE mass testing ba? Nabigyan na ba ng bakuna lahat ng edad at demographic sa lahat ng sulok ng bansa?","tignan ninyo, nirereopen nga ng govt. ang economy out of pressure from big corpos and bureaucrat capitalists, pero in this november 2021 may adequate and reliable nationwide free mass testing ba? nabigyan na ba ng bakuna lahat ng edad at demographic sa lahat ng sulok ng bansa?","look, the government is reopening the economy out of pressure from big corporations and bureaucrat capitalists, but in this november 2021, is there adequate and reliable nationwide free mass testing? has everyone of all ages and demographics in all corners of the country been vaccinated?"
1463131154190458892,'Di ba,kahit pa i-point-out na may vaccine hesitancy sa ilang populations,ang main issue pa rin talaga ay ang kakulangan ng vaccine supply at ang kabagalan ng roll-out nito? at ang contact tracing 'di naman talaga matino
